chunk_id,text,text_length,meta_filename,meta_page_numbers,meta_title,meta_headings,meta_chunking_strategy
11,"Secure your process.
Do not de-gown, keep your gown on.
As you proceed to an exit door, ask other lab members to follow.
Exit the building through the nearest exits.
The assembly area for the NanoFab is across St. Nicholas Terrace on the park side of the street.
Remain available to pass on details you have about events that lead to an evacuation.",348,Lab Manual - Safety.pdf,7,Evacuation Procedure,Evacuation Procedure,default
12,"· Always check to make sure exhaust is  above .1 inches of water.
· Notify staff if below the lower limit.
· Pour waste into appropriate carboy.
· Chutes are labeled directly above.",181,Lab Manual - Safety.pdf,7,Hoods and Carboys,Hoods and Carboys,default
13,"Special training is required before members are allowed to use the chemicals in the cleanroom. Chemicals should be handled under their designated fume hoods at all times.
◦ White Hoods: Acids
◦ Stainless Steel Hoods: Solvents and Caustics
When dispensing chemicals, use a chemical label to label the following:
◦ Chemical Name (no formulas)
◦ Your Name
◦ Date and Time
Assume any liquid is potentially dangerous.
◦ Contact staff to dispose of unidentified chemicals.
Only use tanks and glassware as they are designated.
When using hot plates, only heat Pyrex beakers and constantly monitor the temperature.
Keep gloves dry and clean.
◦ Double glove or put on new gloves when needed.
Uncap only one bottle at a time and pour slowly.
Do not pour chemicals back into storage bottle.
Replace chemical bottle cap securely and chemical free.
When mixing chemicals:
◦ Pour acids into water (exception being Piranha)
◦ Do not mix acids and solvents
◦ Do not mix halogenated solvents with non-halogenated solvents
◦ Label all mixtures",1025,Lab Manual - Safety.pdf,8,Chemical Handling,Chemical Handling,default
14,"Personal protective equipment (PPE) is required when working with acids.
◦ Chemically resistant gloves, face shield and apron.
◦ Safety glasses must be worn under the face shield at all times.
◦ Make a cuff in the gauntlet gloves.
PPE is located next to the acid benches.
Never wear PPE outside of the wet bench area.
Inspect PPE before and after use.
◦ Check for holes, stains and other indicators of contamination.",416,Lab Manual - Safety.pdf,9,Chemical Handling - PPE,Chemical Handling - PPE,default
15,"Dispose of chemicals in designated carboys or chemical waste bottles.
Rinse glassware/plasticware 3x with DI water and blow dry with nitrogen gun to dry.
◦ Glassware/plasticware is no to be left in the hood to dry.
Return glassware/plasticware storage racks/storage bins and clean up work area.
If a chemical bottle is empty, triple rinse with DI water, cross out the chemical name and label bottle as 'Rinsed 3x'.
Please review our Glassware Policy on our website for full glassware policy details.
All solid waste that has come in contact with photoresist and chemicals must be discarded in either the red sharps or hazardous waste bins.
Dispose needles, pipettes, razor blades, wafers and other sharp objects in red 'sharps' bins.
Non-contaminated wipes are NOT to be disposed of in the hazardous waste bins.",811,Lab Manual - Safety.pdf,9,Chemical Handling - Cleaning Up,Chemical Handling - Cleaning Up,default
16,"Common chemicals are supplied by the NanoFab.
◦ For use in NanoFab ONLY.
◦ Chemicals are stored in lab member accessible labeled cabinets throughout the lab.",157,Lab Manual - Safety.pdf,10,Chemical Storage,Chemical Storage,default
17,"Special Chemicals: chemicals not supplied by the NanoFab.
Special Chemicals must be approved prior to bringing them into the NanoFab.
Fill out the New Materials Request Form to request approval.",194,Lab Manual - Safety.pdf,10,Special Chemicals,Special Chemicals,default
18,"◦ Does not spread rapidly.
◦ Is not toxic.
◦ Does not endanger people or property (except by direct contact).
◦ Does not endanger environment outside of building.
◦ Contained entirely in the fume hood.",201,Lab Manual - Safety.pdf,11,Simple Spill,Simple Spill,default
19,"Check self for contamination.
Check bench and floor for contamination.
Warn surrounding users of spill.
Contact cleanroom staff for cleanup.",140,Lab Manual - Safety.pdf,11,Chemical Spills - Simple Spills,Chemical Spills - Simple Spills,default
20,"Check self for contamination.
Block off area from other cleanroom members.
Notify cleanroom staff.
If the area is safe, wait at the cleanroom entrance until the staff arrives to transfer any relevant information about the spill.",228,Lab Manual - Safety.pdf,11,Chemical Spills - Large Spill (Normal Hours),Chemical Spills - Large Spill (Normal Hours),default
21,"Check self for contamination.
Alert other cleanroom members to evacuate.
Block entrance of cleanroom.
Notify cleanroom staff via email and alert Public Safety (91 (212) 650-7777).",179,Lab Manual - Safety.pdf,11,Chemical Spills - Large Spill (After-Hours),Chemical Spills - Large Spill (After-Hours),default
22,"◦ Spreads rapidly.
◦ Toxic.
◦ Endangers people or property.
◦ Endangers outside environment.
◦ More than ½ a gallon of liquid.
◦ Any amount of HF.
Have someone call Public Safety (91 (212) 650-7777) and notify staff.
◦ The person calling Public Safety should find the MSDS for the chemical and have it ready for them when they arrive; needs to stay with the exposed person.
Remove the affected clothing.
Rinse the exposed areas with water for 15 minutes using a safety shower or eye wash.
Notify staff after exposure using the posted Emergency Contact Information.
In an emergency, the deck hoses are usually your closest source of water.",638,Lab Manual - Safety.pdf,"11, 12",Large Spill,Large Spill,default
23,"Lab members should assist a colleague in the event of an eye exposure.
Flush eyes for at least 15 minutes - NOT LESS.
◦ Use an eye wash station.
◦ Sinks have DI guns that can be used followed by an eye wash.
Contact staff for assistance or call Public Safety (91 (212) 650-7777).
Follow up eye exposures with a visit to a medical professional.",343,Lab Manual - Safety.pdf,12,Emergency: Eye Exposure,Emergency: Eye Exposure,default
24,"HF acts as an anesthetic, you may not feel the burn until damage is already done.
Have someone call Public Safety (91 (212) 650-7777) and notify staff.
◦ The person calling Public Safety should find the MSDS for the chemical and have it ready for them when they arrive; needs to stay with the exposed person.
◦ MSDS is located in the gowning room.
◦ Bring calcium gluconate gel to the ambulance and continue to apply.
Remove affected clothing, flush with cold water for 5 minutes.
Massage calcium gluconate ointment from First Aid Safety Stations onto exposed area.
Notify cleanroom staff after exposure, using the posted Emergency Contact Information.",652,Lab Manual - Safety.pdf,12,Emergency: HF Burns,Emergency: HF Burns,default
25,"TMAH is used in photoresist developer @ ~3%.
It is hazardous by ingestion, inhalation, skin exposure and eye contact.
Exposure to concentrations >15% may cause respiratory or heart failure - a ganglion inhibitor.",212,Lab Manual - Safety.pdf,13,Emergency: TMAH Exposure,Emergency: TMAH Exposure,default
26,"◦ Flush exposed area with water for 15 minutes.
◦ Notify cleanroom staff after exposure, using posted Emergency Contact Information.
If medical assistance is needed, have someone call Public Safety (91 (212) 650-7777).
◦ The person calling Public Safety should find the MSDS for the chemical and have it ready for them when they arrive; needs to stay with the exposed person.",375,Lab Manual - Safety.pdf,13,If exposed:,If exposed:,default
27,"If you see someone who is in distress, you are automatically their safety buddy.
Call Public Safety (91 (212) 650-7777).
Be sure you are wearing proper protective equipment before helping the victim.
Take MSDS to the Emergency Room.",232,Lab Manual - Safety.pdf,13,Emergency: General,Emergency: General,default
28,"◦ Check area for safety.
◦ Close open containers.
◦ Move victim to safety.
◦ Call Public Safety (91 (212) 650-7777).
◦ Resuscitate with rescue breathing if necessary and qualified.",180,Lab Manual - Safety.pdf,13,Chemical Inhalation,Chemical Inhalation,default
29,"◦ Call Public Safety (91 (212) 650-7777) and notify staff.
◦ Immediately go to ER.",82,Lab Manual - Safety.pdf,13,Chemical Ingestions,Chemical Ingestions,default
30,"◦ Immerse burned area in cold water.
◦ Cover with sterile dressing.
◦ Call Public Safety (91 (212) 650-7777) if severe.
◦ Place clean pad and pressure on the wound.
◦ If excessive, get medical attention.",203,Lab Manual - Safety.pdf,14,Thermal Burn,Thermal Burn,default
31,"◦ Stop, drop & roll or douse victim with safety shower.
◦ Call Public Safety (91 (212) 650-7777).",97,Lab Manual - Safety.pdf,14,Clothing Fire,Clothing Fire,default
