chunk_id,text,text_length,meta_filename,meta_page_numbers,meta_title,meta_headings,meta_chunking_strategy
10,"Figure 2.2. Local Options installation
Select whether to install Local Option or not. Define the folder where NIS-Elements D should be installed. We recommend to use the predefined directory. If you want to change the directory anyway, press the Browse button and select a new one. Otherwise click Next .
Note
The Local Option installation provides some advanced features which did not pass the quality assurance procedure yet. We recommend to wait until they are released officially.
4)
Now, select the cameras which will be used with NIS-Elements D .
If your licence contains some additional modules besides the NIS-Elements D core software, please select them in this window.",678,NIKON NIS ELEMENTS D Software Manual.pdf,"10, 11",2) Install Local Options,2) Install Local Options,balanced
11,"Any module selected will be installed along with NIS-Elements D automatically. However, you might not be licensed to use it. The module will run after you get the corresponding code registered in your HASP key.
6)
Select the devices which will be used with NIS-Elements D . Finish the installation by clicking the Install button.
Note
NIS-Elements may not be connected to devices after installation depending on the PC status at installation. If so, execute the Modify installation command of the Windows Start menu (see the next step) to perform Repair that corrects the previously installed status.",600,NIKON NIS ELEMENTS D Software Manual.pdf,"11, 12",Note,Note,balanced
12,"For Windows7 users: Some devices do not work correctly after recovery from Sleep mode. Please turn off the Windows 7 Sleep Mode to prevent possible problems:
· Run the Start > Control Panel command on the main Windows tool bar.
· Click Hardware and Sound
· Select Change when the computer wakes
· In the Put the computer to sleep option, select Never
· Confirm the settings by the Save changes button.
The setup creates a new program group in the Start menu containing the following items: NISElements D application shortcut, the HASP key information shortcut, the Modify Installation shortcut (for adding hardware drivers, modules, etc.), the Uninstall procedure, and the Send Info Tool. A shortcut to NIS-Elements D is created on the desktop too. These changes affect all user profiles of your local Windows operating system.
Figure 2.7. Start menu
Note
Clicking the Uninstall command deletes all installed files from disk, and removes the NISElements D program group from the Start menu as well as it removes the desktop icon.",1029,NIKON NIS ELEMENTS D Software Manual.pdf,"12, 13",Warning,Warning,balanced
13,"See 1. Command Line Startup Options [1] for details about how to use command line switches. The following switches are to be used with the NIS-Elements installation file to modify behavior of the installation wizard.
-all This parameter unhides options in the setup which are hidden by default. It concerns mainly drivers of devices which were formerly supported but are no longer available.
-new If this command line parameter is appended, the setup checks if any other setup has already been installed. If so, the setup restarts and runs in an independent mode. The update mode is disabled. This enables to install two or more builds together on one operating system.
-xp This parameter enables the user to install NIS-Elements on Windows XP even though this operating system is NOT supported officially.",806,NIKON NIS ELEMENTS D Software Manual.pdf,13,2.1.3. Command Line Installation Options,2.1.3. Command Line Installation Options,balanced
14,"You may need to install a device or an additional module after the NIS-Elements D main system installation.
· Go to [Start menu > Programs > NIS-Elements D ] program group.
· Select the Modify Installation command.
· Follow the installation wizard instructions. Select the check-boxes by the items you would like to add.
· Finish the installation.",347,NIKON NIS ELEMENTS D Software Manual.pdf,"13, 14",2.1.4. Additional Module/Device Installation,2.1.4. Additional Module/Device Installation,balanced
15,"If you chose to install the Sample Database, a new subdirectory 'Databases' is created inside the NISElements D installation directory (e.g. C:\Program files\ NIS-Elements D \Databases\...). The 'Sample_Database.mdb' file is copied to there along with database images (stored in subdirectories). An administrator username/password to access this database is set to:
· Username: ""sa""
· Password: ""sa""",399,NIKON NIS ELEMENTS D Software Manual.pdf,14,2.1.5. Sample Database Installation,2.1.5. Sample Database Installation,balanced
16,"The NIS-Elements D software is delivered with a hardware key (also called HL = hardware licence).
Figure 2.8. Hardware key
The key contains information about the software licence and allows users to run the corresponding software. A warning message is displayed when user starts NIS-Elements with incorrect HASP. Please connect the USB HASP after the NIS-Elements D installation is finished. The utility called HASPinfo is installed to the NIS-Elements D directory. It enables the user to view information about the software licence and is accessible via the Help > HASP Info menu command.",589,NIKON NIS ELEMENTS D Software Manual.pdf,14,2.1.6. Software Copy Protection,2.1.6. Software Copy Protection,balanced
17,"The main goal of the Device Updates setup is to add new devices/cameras or to fix problems that are localized in the drivers only and do not affect any other NIS-Elements functionality.
Device Update setup requires installation of the corresponding NIS-Elements version. The setup contains only .dll files supporting a new device or some corrections and upgrades of already existing drivers. This update form keeps NIS-Elements stable and the update file size small.
Device Update numbering is consecutive and appropriate to its NIS-Elements version until a new full setup of NIS-Elements is released (Major version, Service Pack or HotFix) - then the numbering starts from the beginning.
Device Updates are cumulative and contain all the changes from the previous updates. Also full NISElements setups (Major versions, Service Packs and HotFixes) will contain all the changes from the previously released Device Updates.",921,NIKON NIS ELEMENTS D Software Manual.pdf,"14, 15",2.1.7. Device Updates,2.1.7. Device Updates,balanced
18,"Fixes represent driver changes which serve for testing purposes or for correcting problems occurring only under special conditions. Fixes are packed into a zip file containing modified driver files. Fixes are usually user requested, therefore they are not considered as Device Update candidates.",295,NIKON NIS ELEMENTS D Software Manual.pdf,15,2.1.8. Fixes,2.1.8. Fixes,balanced
19,"The NIS-Elements installation file contains 64bit MDB drivers which improve the speed of the database module on 64bit systems. However, 32bit version of MS Office 2010 cannot be used along with these 64bit drivers. You can install these drivers, if:
· you run 64bit version of MS Office 2010
· you use other version of MS Office such as Office 2013
· you do not use MS Office at all
Find the drivers in the NIS-Elements folder, typically: 'C:\Program Files\ NIS-Elements D \Drivers\Data-base_MDB\'",497,NIKON NIS ELEMENTS D Software Manual.pdf,15,2.1.9. Installing the Database Module on 64-bit Systems,2.1.9. Installing the Database Module on 64-bit Systems,balanced
20,"User management is very useful when a single workstation is shared by number of users. Some user accounts may have administrator rights to NIS-Elements while other's privileges are quite restricted. A per-person system may be established or user accounts may be shared. The following principles are utilized within NIS-Elements D :
MSWindowsaccountssupport NIS-Elements D can assign privileges to MS Windows accounts. Whoever is logged in the operating system and runs NIS-Elements obtains a default set of privileges. System administrator can then further restrict or extend the user's rights.
NIS-Elements D password protection It may be not comfortable enough to log the current user off from MSWindows when a user change is required in NIS-Elements . For such case a completely independent list of user accounts, which is not connected with MS Windows users, can be created. Then just restart of NIS-Elements is needed to switch the user.
Private vs. Shared storage Every user-created item (setting) important in the work-flow can be protected from unwanted change in two levels. First, the creator of the item (optical configuration, layout, objective, etc.) can save it as private . Unless its status is changed to shared , no other user will even see this item within the lists throughout the application. The second level of protection concerning all shared items is provided by assigning users to Groups and Privileges groups.
Groups Every user is a member of a group. The group enumerates shared items (optical configurations, objectives, etc.) which will be visible for its members. NIS-Elements administrators can create any number of groups and select the items to be visible.
Privileges There are basic groups of privileges which allows users or restrict them to perform certain actions. This concerns for example modifying macros, reports, selecting cameras, etc. There are four levels of privileges by default, but further can be created by an administrator:
· Admin
· Common
· Guest
· Default",2009,NIKON NIS ELEMENTS D Software Manual.pdf,"15, 16",2.2. User Rights,2.2. User Rights,balanced
21,"If you have chosen ' NIS-Elements (Password protected)' user authentication method, a login dialog window appears at every start-up of NIS-Elements . Enter a user name and a password for existing user account. If the option Allow to Create a New User at Start-up is enabled, you can create a new user account without needing an administrator. This account is assigned to the Default group of users and Default group of privileges automatically.",444,NIKON NIS ELEMENTS D Software Manual.pdf,16,2.2.1. NIS-Elements authentication,2.2.1. NIS-Elements authentication,balanced
22,"Please read the following example on user management. Step by step, we describe the creation of a shared layout which can not be modified by members of the Common and Guest groups.
1) Run the View > Layout > Layout Manager command. Set at least one of the defined layouts as Shared . (see 3.3. Arranging User Interface [28])
2) In the left column of the window, select User Rights .
3) Make sure you are logged as a user with the Privilege to Modify user rights . If not, use the Log As... button to log in under a different account which has the privilege.",557,NIKON NIS ELEMENTS D Software Manual.pdf,16,2.2.2. Creating a Shared Layout,2.2.2. Creating a Shared Layout,balanced
23,Select the Groups tab. Here you can see at least one group of items called Default . Either select one a group or create a new one by the New button and choose Layout within the list of items. All layouts set as shared will be listed on the right side within the Accessible items field. Make sure the check boxes next to the layouts which you allow to be used by the group are selected.,386,NIKON NIS ELEMENTS D Software Manual.pdf,17,4) Set layout visibility,4) Set layout visibility,balanced
24,"Select the Privileges tab. Select the group of privileges which should have not the permission to modify the selected shared layouts. In the Privileges field on the right, make sure you de-select the Modify Shared Layouts option.",229,NIKON NIS ELEMENTS D Software Manual.pdf,17,5) Disable layout modification,5) Disable layout modification,balanced
25,"Select the Users tab. In the list of users, select the ones which you would like to apply the policy to (users can be selected one by one or by multi-selection with the Shift or Ctrl key pressed). Then, assign the appropriate Group and Privileges by selecting them from a pull-down menu on the right side of the window.
7) Confirm the changes by the Apply button.",363,NIKON NIS ELEMENTS D Software Manual.pdf,17,6) Apply the new policies,6) Apply the new policies,balanced
26,"When more users want to work with NIS-Elements on the same computer and one of them did not close his NIS-Elements running copy, other users cannot use the program, because only one NIS-Elements copy can be running at a time. The possibility to close the running program started by a different user during a new NIS-Elements launch is available in the following dialog window. This applies only if there are no experiments running.
Figure 2.9. Another instance running",468,NIKON NIS ELEMENTS D Software Manual.pdf,17,2.2.3. Closing Another Instance of NIS-Elements,2.2.3. Closing Another Instance of NIS-Elements,balanced
27,"User Authentication The Windows authentication utilizes Windows accounts to automatically log in to NIS-Elements D .
The NIS-Elements D (Password protected) authentication utilizes application user accounts and passwords at the start-up of NIS-Elements D . Check the Allow to Create a New User at Start-up option to enable creating of a new user in the Login dialog window.
Current user Displays currently logged in user.
Log As Opens the Login As dialog which enables you to login as a different user e.g. an administrator with more user rights for the purpose of changing User rights settings.
Figure 2.10. Login As
Select the user name you want to log-in as. Enter a valid password and press OK . The new user identity is available only while the User manager is opened.
Statistics Edit path and file name of a database file for saving statistics.
Export/Import user rights These buttons enable anyone to save/load complete settings of user accounts and their privileges to/from an external XML file. Standard Open and Save As windows appear. Having the data exported may be useful when copying the settings to other computers.",1130,NIKON NIS ELEMENTS D Software Manual.pdf,18,2.2.4. User Rights Options,2.2.4. User Rights Options,balanced
28,"New Enables to create new NIS-Elements D user account. You have to posses the privilege Modify User Rights.
Figure 2.11. Creating new user
Enter a new user name, assign him to one of the existing Groups and group of Privileges and set the password. Check the Enforce user to change his password at start-up option to make the user change his password at his first login into the NIS-Elements D .",395,NIKON NIS ELEMENTS D Software Manual.pdf,"18, 19",2.2.5. Users Tab Options,2.2.5. Users Tab Options,balanced
29,"Length of the user name and password is limited to 50 characters. You can use any combination of characters, symbols or numbers (except the Windows ones: "" , :, *, ?, "", \, /, <, >, |"" ).
Remove Removes selected user account. You can select multiple accounts and delete them at once.
Copy To Choose a user from the pull down menu whose group and group of privileges will be changed according to settings of a selected user.
Duplicate You can easily create a new user by duplicating the existing. This preserves all account settings under a different name. If you have selected to duplicate more then one user, enter a name prefix, which is added in front of the original name for all selected duplicated accounts. User which was created as a duplicate has an empty password and is forced to change his password at next application startup.
User Accounts List This table displays all existing user accounts. You can sort them according to any of four columns. The first column displays type of the account. The second one shows user names. The third one displays assigned group of users. The fourth one displays assigned group of privileges. Select one or more users whose settings needs modification.
Set password To change password of a selected NIS-Elements D user account, press the Set password button. You have to posses the Privilege Modify User Rights. Otherwise you can change only password of the current user. Following window appears:
Figure 2.12. Reset of password
Name of the user is displayed. Enter and confirm new password. When done, press the Change button.
Enforce user to change his password at start-up Check this option to make the user change his password at his first login into the NIS-Elements D .
Enumerate All Windows Users This button starts copying MS Windows accounts to NIS-Elements D . The accounts are assigned to user groups (admin, common, guest) according to their Windows permission settings.",1930,NIKON NIS ELEMENTS D Software Manual.pdf,"19, 20",User name and password properties,User name and password properties,balanced
30,"Figure 2.13. Groups tab
New Enables to create new group of users. You have to posses the privilege Modify User Rights. Enter a name of new group.
Remove Removes selected groups. You can select multiple groups and delete them at once.
Copy To Choose a group from the pull down menu which settings will be changed according to selected group.
Duplicate You can easily create a new group of users by duplicating the existing. This preserves all group settings under a different name.
List of Groups All defined groups are listed in this window. Each group contains subsets. If you click on a subset, its items appear in the Accessible items list.
Accessible items This list shows items of a selected subset. Every item has its own check box. If the check box is checked, all users assigned to the corresponding group will see the item. Otherwise they will not see the item.
Optical Configuration Displays all shared optical configurations.
Objectives Displays all shared objectives.
Cameras Displays all installed cameras. From the pull down menu below select a camera which is used as default for users without the privilege Select Camera.
Devices Displays all installed devices.
Layouts Displays all shared layouts.
Macros Displays all shared macro commands. Check a macro to make the content of it visible to this Group.
Reports Displays all shared reports and report templates.",1378,NIKON NIS ELEMENTS D Software Manual.pdf,"21, 22",2.2.6. Groups Tab Options,2.2.6. Groups Tab Options,balanced
31,"Figure 2.14. Privileges tab
New Enables to create new group of privileges. You have to posses the privilege Modify User Rights. Enter a name of new group.
Remove Removes selected groups. You can select multiple groups and delete them at once.
Copy To Choose a group from the pull down menu which settings will be changed according to selected group.
Duplicate You can easily create a new group of privileges by duplicating the existing. This preserves all group settings under a different name. If you have selected to duplicate more then one group of privileges, enter a name prefix, which is added in front of the original name for all selected duplicated accounts.
Groups of Privileges A list of all groups of privileges is displayed.
Privileges A list of privileges is displayed. Every item has its own check box. If the check box is checked, it grants all users assigned to the corresponding group relevant privilege to access, change, modify, etc.
Note
Users that do not have the privilege ""Modify Shared Optical Configuration"" can temporarily change the brightness settings (e.g. exposure time, gain, etc.) in a shared optical configuration and use such adjusted optical configuration for example in Multichannel acquisition. But all such modifications will not be stored and they will disappear when the application is restarted.",1337,NIKON NIS ELEMENTS D Software Manual.pdf,"22, 23",2.2.7. Privileges Tab Options,2.2.7. Privileges Tab Options,balanced
32,"1) Run the Edit > Options command. The Options dialog window appears.
2) Select a tab which contains requested options. Options are sorted into several groups:
General Options concerning basic image operations. See 2.3.2. General [20].
Appearance Options concerning the graphical user interface. See 3.9. Appearance Options [34].
Open Next Options concerning the File > Open/Save Next > Open Next menu command. See 6.1.2. Options for the Open Next Command [70].
Save Next See 6.9.2. Save Next Options [92] for more information.
Macro Configures key shortcuts to macros and sets macros to run automatically on startup See 10.6. Macro Preferences [165].
Measurement See 8.7. Measurement Options [129] for more information.
Data export See Data Export Options [147] for more information.
User rights See 2.2. User Rights [11] for more information.
Layout Manager See 3.5. Layout Manager [30] for more information.
3) Make any changes you need in preferences and use the following buttons to manage them:
Defaults for this Page Restores default settings of the currently displayed options tab.
OK Confirms and saves changes made to the preferences. The dialog window is closed afterwards.
Cancel Cancels all changes made to the preferences. The dialog window is closed afterwards.
Apply Applies changes made in preferences but keeps the Options dialog window open. You can apply changes individually on each tab.
Help Displays relevant help page.",1442,NIKON NIS ELEMENTS D Software Manual.pdf,"23, 24",2.3.1. Adjusting Program Preferences,2.3.1. Adjusting Program Preferences,balanced
33,"(requires:Local Option)
Use fix path for images The defined directory is always used when using the File > Open or File > Save As command.
Limit number of opened documents When this options is checked, the user is limited to a single opened image at one time.
Capture always creates a new document If checked, every acquisition creates a new image.
Use last LUTs on image open When a new image is opened, this option turns the look up tables automatically on, and copies the settings from the current or the last opened image. Some image formats (jp2, ND2) can contain the LUTs settings. If such image is opened, the saved LUTs are loaded instead of the most recently used.
Use AutoLUTs on image open for images without LUTs information This option keeps the AutoLUTs feature of the File > Open window always ON, and it applies AutoLUTs to the image after opening. This option is ignored if LUTs settings are saved in the image, or if the Use last LUTs on image open option is applied.
Show mapping dialog in organizer after drag and drop Displays the Mapping window every time an image is inserted to a database table. It enables you to check/modify mapping of the image info values to the database table fields.
Open new ND views to new window Displays each newly generated ND view in a separate window.
Showimageinfo window on save Displays the File > Image Properties window every time an image is saved via the Save As command.
Detect sequence on image open Whenyouselect to open an image that is a part of image sequence such as 001.jp2, 002.jp2..., it is recognized automatically and you are offered to convert it to an ND2 file.
Show binary layers' contours Check this item to display contours of binary layers.
Use zero based time scale for ND documents (requires:Local Option) Select this option to ensure that the first frame of a time sequence will always start at 0.0s.
State of saturation indicator after start Select what to do with the saturation indicator settings ( ) after NIS-Elements D is restarted. Turn it ON, OFF, or remember the last setting.",2067,NIKON NIS ELEMENTS D Software Manual.pdf,24,Documents and History,Documents and History,balanced
34,"Apply to overlaid binary layer If checked, in overlay mode both binary and color images are rotated, shifted and flipped.",121,NIKON NIS ELEMENTS D Software Manual.pdf,25,Rotation Flips and Shifts,Rotation Flips and Shifts,balanced
35,"Save all camera settings to optical configuration automatically If the currently selected optical configuration contains Camera Settings and this option is checked, any change of the settings is written to the optical configuration immediately.
Save brightness to optical configuration automatically If the currently selected optical configuration contains Camera Settings, the Brightness setting is being updated continuously according to the current state. Also functionality of saving confocal brightness setting(laser power, detector gain and scan frame rate) is contained in this option.
Select corresponding optical configuration when filter changed... (requires:Local Option) Enabled if 'Unselect' in the option below is chosen. Allows NIS-E to automatically change the optical configuration based on the filter selected on the microscope.",846,NIKON NIS ELEMENTS D Software Manual.pdf,25,Optical Configuration,Optical Configuration,balanced
36,"Keep Selected The Opt. configuration name is marked by the ""*"" sign and the change is offered to be saved.
Unselect Every change of Optical configuration setting results in its deselecting and switching to user settings.
Save all changes All changes regarding the Opt. configuration settings are updated automatically according to the current state.
Temp NIS-Elements D uses the Temp directory for storing temporary data when there is not enough RAM available. You can redirect the system to use a directory on another harddisk, which may speed up the whole system.
Defaults for this Page Restores the default setting for General Options.",638,NIKON NIS ELEMENTS D Software Manual.pdf,25,When Optical Configuration setting changed,When Optical Configuration setting changed,balanced
37,Figure 3.1. The NIS-Elements Main Window,40,NIKON NIS ELEMENTS D Software Manual.pdf,27,3. User Interface,3. User Interface,balanced
38,All basic NIS-Elements functions are accessible from the main menu at the top of the screen. Menu commands are grouped according to their purpose.,146,NIKON NIS ELEMENTS D Software Manual.pdf,28,3.1.1. Main Menu,3.1.1. Main Menu,balanced
39,"There is a default set of tool bars, each tool bar containing number of buttons. There is also one fully customizable tool bar - the main left tool bar - to which any button can be added. Every button or whole tool bar can be hidden by user. Please see 3.3. Arranging User Interface [28] for further details.",308,NIKON NIS ELEMENTS D Software Manual.pdf,28,3.1.2. Tool Bars,3.1.2. Tool Bars,balanced
