chunk_id,text,text_length,meta_filename,meta_page_numbers,meta_title,meta_headings,meta_chunking_strategy
10,"1. Enable Badger.
2. Ensure in 'Lab User' mode. Never operate in any other mode.
3. Under the 'Manual' Menu tab (See Photo), check that the vacuum is sufficiently pumped down ('High Vac' gauge at 5x10 -5 Torr or less) and the tool is in 'Idle' mode.
4. Ensure the previous user ran cleaning process by navigating to the 'Activity Explorer' Section of the 'Data' tab. Be sure to click 'Module' and 'Recipe' to sort by recipe and 'Refresh' for the most recent activity ( See Photo.)
5. If for any reason a clean was not run- insert the white quartz cleaning plate and run a clean. No wafer is used in the clean. [See Clean Step IV]'",630,RIESOPv2DRAFT.pdf,6,I. Set Up,I. Set Up,default
11,"CENTER
RIE
Note - the 'High Vac' gauge shows the pressure of the chamber when no process gas is running. If the 'High Vac' gauge is displaying a number, values in the 'Process Gauge' reading can be ignored. If a process gas is running or if the chamber is otherwise at high pressure, the 'High Vac Gauge' will turn off and the 'Process Gauge' value can be read.
Note - If a gauge is stuck at 7.5x10-9 Torr and never fluctuates, this is not a real reading. The gauge is stuck and can be unstuck by running a venting or purging process. Tell tool manager if this happens.",569,RIESOPv2DRAFT.pdf,7,Standard Operating Procedure:,Standard Operating Procedure:,default
12,"(Conditioning is optional but can help consistency of results)
1. Insert the black graphite process plate (and if you like, your carrier/conditioning wafer as well) by first venting the chamber. (Click the 'Vent' Button on the Manual Page. You will hear a hissing noise)
Note - if the tool has been under vacuum a long time, you may hear a loud 'thud' when venting begins. This is normal.
Note - The material of a plate can affect a process and some processes may be run on other material plates if permitted
Note - If the plate seems dirty, you may want to clean it with the nitrogen gun near the tool. Remember to wear eye protection if you do this.
2. Wait for the entire Vent process countdown to complete. When the countdown is complete, it will return to an 'Idle' state and a purple '1' indicator will appear (See Photo). This typically takes about five minutes
3. Turn the Open/ Close knob on the tool to 'Open' and hold down both green 'Start' buttons simultaneously to open chamber. (See Photo)
4. Remove the white quartz cleaning plate, and insert the black graphite process plate. Be sure to align the screw in the surface of the tool chamber to the hole in the rear of the process plate. If you are using a carrier or conditioning wafer, place it in the groove at the center of the plate. The plasma will be strongest near the center of this circular groove.
5. Turn the Open/Close knob on the tool to 'Close' and hold down both green 'Start' buttons simultaneously to close the chamber. The chamber is fully closed when it stops moving, and when the monitor displays an image of a closed chamber and only '1' purple indicator (not '2').
6. Click 'Pump' in the Manual page to commence chamber pump down. This typically takes about 3-4 minutes.
7. Go to the 'Recipes' tab in the lower menu to open the Recipe Editor page. Select your desired recipe from the recipe list on the left.",1894,RIESOPv2DRAFT.pdf,8,II. Conditioning Step/ Season Chamber,II. Conditioning Step/ Season Chamber,default
13,"8. Click on the 'Step Time' number of the RF step, and it will change into a field that allows you to enter your desired conditioning/etch time. You must hit 'Enter' to save the value and click outside the region to revert to the setpoint view. The 'Stabilize' slider should always be 'off' for this step.
9. Click the 'Save' Button Floppy Disk at the top of the screen. (If you do not save, your recipe changes will not register.)
Users should not create their own new recipes. Users should not change anything but the Step Time of the RF/ etching steps of a recipe unless explicitly permitted to do so. Under no circumstances should users change the gasses used, Alarm levels, Maximum Reflected Powers, Tolerance Times, or Capacitor Positions. If you need further recipe customization, please contact the tool manager.
NoteAny saved recipe changes will be permanent between sessions, so if you are allowed to change something beyond time please return it to the original setting when you are done
NoteThe maximum reflected power is typically 5% of the forward power, not higher than 10% of the forward power, and not higher than 15W. Alarm level is typically ~5% of forward power and not higher than 5W. RF Power tolerance time is usually not higher than 10 seconds and should never be 0.  If you observe an unusual value please contact tool manager.
Note - Processes in recipes are always sandwiched between 'pump to base pressure' steps. The recipes must always end with APC open, RF off, gasses off, and temperature at 20C.
Note - Do not rely on a recipe to be identical to one you ran during another session just because the name is the same. Record all recipe setpoints when you run it and ensure they match desired values.
10. Return to the 'Manual' display.
11. Ensure the pressure in the chamber has dropped to 'Vacuum OK' status.
12. Ensure that the chamber pressure has actually dropped to base pressure or lower (The base pressure for a process is 5x10 -5 torr (0.05 mtorr).
13. Click on the Upper-Right (not Lower Left!) 'Recipes' Tab to open the 'Process Recipe' Sidebar Menu.
14. Select your saved recipe from the drop-down recipe menu and click 'Start'
15. Observe the process in the Manual Display. Ensure that actual process parameters match with setpoints, and that the 'Reflected Power' value is always very low. You must stay in the cleanroom for the entire process. Stop the process and contact staff if you notice any unusual behavior.
16. Accept Pop-up message in lower-right corner when process is finished.
If you need to prematurely stop a process step with hazardous gasses or materials, it is preferable to click 'Skip Phase' rather than stop . This ensures any additional purge steps of the recipe are completed.
Note - The 'Pause' button will stop RF power but will not stop the flow of process gasses
Note - Even after your plasma is off, you may still see small (<1) or negative numbers in the forward or reflected power fields. This is normal and there is no active RF power/plasma present.
Note - Venting the chamber is the only time you should see any purple 'Process readiness' alerts on the screen. If you see them at any other time (or anything else in the schematic that appears purple but usually isn't) it usually indicates a tool issue. Contact staff if you observe this.
Ready To Open Main Chamber :",3344,RIESOPv2DRAFT.pdf,"9, 10",Standard Operating Procedure: RIE,Standard Operating Procedure: RIE,default
14,CENTER,6,RIESOPv2DRAFT.pdf,14,Recipe Page:,Recipe Page:,default
15,RIE,3,RIESOPv2DRAFT.pdf,14,Standard Operating Procedure:,Standard Operating Procedure:,default
16,Note - Plasma glow will likely be visible from viewport when plasma is active (though not always for very weak plasmas):,120,RIESOPv2DRAFT.pdf,14,Manual View During Process:,Manual View During Process:,default
17,"Note - If attaching a chip to a carrier wafer, use only the smallest possible amount of Fomblin oil to adhere it to the center of the wafer and ensure even cooling. Apply evenly via the non-swab end of a swab so that the Fomblin oil is not visible after the chip is applied and ensure the chip doesn't move when gently nudged by tweezers. (Chips poorly applied can be disturbed by the vacuum). Visible Fomblin oil may affect your process. Fomblin oil (or any liquid) should never drip to the underside of the carrier wafer . Running a first etch on a dummy chip may be beneficial.
1. Once conditioning process is complete, follow the steps above for venting the chamber, inserting your sample, and running a recipe. Make sure any mandatory purges for hazardous gasses or toxic materials are performed before opening the chamber. Retain the black graphite process plate in the chamber, and change the RF step time to your desired etch time. The etch recipe will vary from your conditioning etch only by the time of the etch step.
2. Remember to record your etch in the user log
NoteThe double arrow buttons may be used to change elements of the display. You can revert back to the original ' hybrid ' display via the ' View ' menu on the upper right hand corner. Some users may find the other, tabular display more convenient.",1325,RIESOPv2DRAFT.pdf,15,III. Etch Sample,III. Etch Sample,default
18,"(This cleans the instrument chamber, not anything else)
1. Once your etch is complete, vent the chamber as described above. Make sure any mandatory purges for hazardous gasses or toxic materials are performed before opening the chamber.
2. Remove the graphite plate and insert the white quartz cleaning plate, (see photo) being certain to align the groove with the screw.
3. 'Load' the tool's designated cleaning recipe and only change desired time. Clean for all active RF plasma time (conditioning + etching) plus 3 minutes. The Clean Recipe is 'OPT Clean'. Make sure the table temperature is set to 20°C.
4. Run process. Stay logged into Badger and in the cleanroom for the entire clean.
5. Accept pop-up alert when finished.
6. Ensure the tool is left under vacuum when done and Temperature is at 20C.
7. Disable Badger
White Quartz Cleaning Plate :",853,RIESOPv2DRAFT.pdf,16,IV. Clean,IV. Clean,default
19,"Only push this button if you feel you are in immediate physical danger- such as external arc flashing, sparks, or flames.
If you see arc flashing or sparks within the chamber through the viewport: First, stop the process in the software ('stop' button) or jump to the next non-plasma step ('Skip Phase' button) to quell the arcing. If this does not stop the arcing, this may warrant use of the EMO button.
A ticking noise during a plasma process accompanied by haywire RF numbers may also warrant use of the EMO button if attempting to stop it using the software doesn't work first.",582,RIESOPv2DRAFT.pdf,17,EMO Button,EMO Button,default
20,"Make sure desired gas flow and power values are consistently close to their setpoints, and that reflected power is always low.
When not in use, the table temperature should always be left at 20°C to avoid condensation build-up within the tool. Always make sure the Table temperature is at or approaching 20°C at the end of your session.",336,RIESOPv2DRAFT.pdf,18,Standard Operating Procedure: RIE,Standard Operating Procedure: RIE,default
21,"● This instrument incorporates hazards such as high-voltage electronics, radio-frequency radiation, UV- radiation, compressed gasses, heated parts, pinch- points, and vacuum chambers. Never attempt to tinker with the tool or software beyond what is explicitly described in this SOP .
● Oxidizing and flammable gasses should never mix. (eg- O  and CH  should never mix). If 2 4 you ever observe it immediately stop the process and alert staff.
● The instrument should not be left at very low temperatures (0°C) for lengthy periods beyond what is needed for a process.
● Fomblin oil should never be heated above 250°C (may decompose to HF). This should not be a problem over the table temperatures we etch in (maximum 80°C), but keep this in mind for any post-process work.
● While you should keep an eye on your process periodically using the porthole, it's not advisable to stare deeply into it for lengthy periods with plasma running",934,RIESOPv2DRAFT.pdf,18,Disallowed Activities,Disallowed Activities,default
22,"● Adjust Alarm levels, Maximum Reflected Powers, Tolerance Times, or Capacitor Positions
● Place an item that is not a wafer, chip, or slide in the open chamber! (Any other item requires special approval). Always make sure the chamber is clear of unusual objects or debris.
● Click 'Continue' with a process that has alarmed
● Attempt to troubleshoot a problem themselves - photograph the alarm message or unusual behavior, contact staff, and await our instruction. If a process pauses due to an alarm and staff are not immediately available, be sure to 'stop' the process.
● Place a new material in without gaining explicit approval from the etch tool manager via formstack. Anytime you want to change your process chemistry or put in a new material (regardless of whether or not it is etched), please submit a new form.
● Leave the tool vented or open when not in use
● Forget to run a clean at the end of the process.
● Leave the cleanroom while running a plasma process",973,RIESOPv2DRAFT.pdf,18,"When operating this tool, Users should never:","When operating this tool, Users should never:",default
23,"● Operate in any mode other than Lab User
● Incorporate new gasses into a recipe that are not already utilized in that recipe or attempt to create a new recipe
● Run a clean on the graphite process wafer",203,RIESOPv2DRAFT.pdf,19,Standard Operating Procedure: RIE,Standard Operating Procedure: RIE,default
24,"In order to independently use this tool, a user must:
1. Submit the formstack request(s) for their etch process(es) and receive written approval
2. Attend an in-person training session
3. Read this SOP and sign the 'Signature' page
4. Demonstrate competence during an individual qualification session.
5. Join the #icp_rie Slack channel
6. Submit MSDS sheets for all materials to the tool manager and receive written approval
Only the tool manager may train and approve new users. Any new materials/processes will require a new approved etch request form and additional MSDS sheets
Current Tool Manager: Emma Anquillare (eanquillare@gc.cuny.edu)",645,RIESOPv2DRAFT.pdf,19,Badger Criteria,Badger Criteria,default
25,"Revision 2.0- New PTIQ Software, Formstack Process
Revision  3.0  -  5/15/25-  Updated  to  meet  lab-wide  SOP  standards and structure, other minor clarifications, correction on tolerance time. (Emma Anquillare)",213,RIESOPv2DRAFT.pdf,19,Revision History,Revision History,default
26,"My  signature  below  indicates  that  I  have  read  this  SOP  and  will  abide  by  all  rules  and instructions.
Revision 2.0     Created May 15, 2025",154,RIESOPv2DRAFT.pdf,20,Signature Page,Signature Page,default
