chunk_id,text,text_length,meta_filename,meta_page_numbers,meta_title,meta_headings,meta_chunking_strategy
10,Some switches do not have parameters.,37,NIKON NIS ELEMENTS D Software Manual.pdf,5,1. Command Line Startup Options,1. Command Line Startup Options,hierarchical
11,Example 1.1. Command line switches syntax,41,NIKON NIS ELEMENTS D Software Manual.pdf,5,1. Command Line Startup Options,1. Command Line Startup Options,hierarchical
12,' NIS-Elements executable' switch#1 parameter#1 switch#2 parameter#2 etc.,73,NIKON NIS ELEMENTS D Software Manual.pdf,5,1. Command Line Startup Options,1. Command Line Startup Options,hierarchical
13,"For example, to run NIS-Elements D and open the starting_image.jp2 at straight away, run.:",90,NIKON NIS ELEMENTS D Software Manual.pdf,5,1. Command Line Startup Options,1. Command Line Startup Options,hierarchical
14,"""c:\Program Files\NIS-Elements D\nis_d.exe"" -f ""C:\Images\starting_im-age.jp2""",78,NIKON NIS ELEMENTS D Software Manual.pdf,5,1. Command Line Startup Options,1. Command Line Startup Options,hierarchical
15,"-? Displays a help screen with the description of switches (basically this page).
-c 'Command' The application runs the specified NIS-Elements D macro Command .
-f 'Filename' The application tries to open the image pointed to by the Filename parameter.
-g 'Grabber Name' The image grabber (driver) of the specified Grabber Name will be used and no camera-selection window will show at startup. Set the parameter value to 'last' and the most recently used grabber/camera will be loaded. As the grabber name, you must use internal name of the grabber, not the one you see in the startup dialog window.",599,NIKON NIS ELEMENTS D Software Manual.pdf,5,Startup Switches,Startup Switches,hierarchical
16,Either use one of the following names or search the application log file for the phrase 'Grabber Name' (see Fixed Grabber Startup [2]).,135,NIKON NIS ELEMENTS D Software Manual.pdf,5,Startup Switches,Startup Switches,hierarchical
17,-gn No grabber (camera) driver will be loaded. Image acquisition will not be possible.,86,NIKON NIS ELEMENTS D Software Manual.pdf,5,Startup Switches,Startup Switches,hierarchical
18,"-h 'HW Unit Name' The specified HW Unit will be used. When using this option you must also specify the Grabber Name. Two HW Units (e.g. two DS-U2 cameras) can be run by one grabber/driver. The available HW Units are listed in the Acquire > Select *Camera Name* window. Set the parameter value to 'select' and the selection box will be shown. When using this option you must also use the -g switch. To find the HW Unit Name, please search through the application log file for 'HW Unit Name'.
-cam 'Camera Name' The specified Camera will be used. When using this option you must also specify the Grabber Name and the HWUnit Name . To find the camera name, search the application log file for 'Camera Name'. It is also possible to use only a part of the Camera Name, but the part of the name must be unique among all the available cameras.
-i 'Config Name' A user can specify the configuration to be used by NIS-Elements . The default configuration is saved in the 'C:\ProgramData\Laboratory Imaging\Platform' folder. If you want to create a custom configuration, use the -i switch, e.g.: nis_ar.exe -i ""My_Configuration"" . The config-",1132,NIKON NIS ELEMENTS D Software Manual.pdf,5,Startup Switches,Startup Switches,hierarchical
19,uration of this instance will be saved to the 'C:\ProgramData\Laboratory Imaging\My_Configuration' folder.,106,NIKON NIS ELEMENTS D Software Manual.pdf,6,Startup Switches,Startup Switches,hierarchical
20,This is useful when using two cameras on one microscope for example. You can create a separate program shortcut which uses the -i switch to load a different configuration.,171,NIKON NIS ELEMENTS D Software Manual.pdf,6,Startup Switches,Startup Switches,hierarchical
21,"-s 'Settings File' The application will use the specified Settings File to load and save its settings. The settings file can be created from MS Windows Start menu by the NIS Settings Utility .
-l 'Language' The application will run in the specified language (if available). Use three-letter language codes according to the ISO 639 [http://en.wikipedia.org/wiki/List_of_ISO_639-2_codes] standard.
-m 'Macro File' Application will execute the macro file (*.mac) pointed to by the Macro File parameter.",499,NIKON NIS ELEMENTS D Software Manual.pdf,6,Startup Switches,Startup Switches,hierarchical
22,-passive The application will not connect to any device on startup ( NIS-Elements D will start with blank Device Manager). Camera selection is not affected by this option.,171,NIKON NIS ELEMENTS D Software Manual.pdf,6,Startup Switches,Startup Switches,hierarchical
23,"-p 'Command' ['Param'] The application window will be placed according to the Command . Possible values are:
· left , right , top , bottom -the window is placed on the corresponding monitor screen.
· monitor N -the window is placed on the Nth monitor.
· rectangle (x0,y0,x1,y1) -the window is placed in the specified rectangle (in workspace coordinates). The coordinates must be in parenthesis without any spaces.",413,NIKON NIS ELEMENTS D Software Manual.pdf,6,Startup Switches,Startup Switches,hierarchical
24,"-q A new instance of the application will run. By default, only one instance of NIS-Elements is allowed to run.",111,NIKON NIS ELEMENTS D Software Manual.pdf,6,Startup Switches,Startup Switches,hierarchical
25,"Each time NIS-Elements D is run or the grabber / camera / HW unit is changed, four parameter values are written to the application log file (C:\ProgramData\Laboratory Imaging\Platform\Logfiles).:",195,NIKON NIS ELEMENTS D Software Manual.pdf,6,Fixed Grabber Startup,Fixed Grabber Startup,hierarchical
26,"· Grabber Name
· HW Unit Name
· HW Unit Connection String
· Camera Name",71,NIKON NIS ELEMENTS D Software Manual.pdf,6,Fixed Grabber Startup,Fixed Grabber Startup,hierarchical
27,Let's say we want to set the last used configuration for every NIS-Elements D start:,84,NIKON NIS ELEMENTS D Software Manual.pdf,6,Fixed Grabber Startup,Fixed Grabber Startup,hierarchical
28,1. Lookup the parameters in the most recent log file. E.g.:,59,NIKON NIS ELEMENTS D Software Manual.pdf,6,Fixed Grabber Startup,Fixed Grabber Startup,hierarchical
29,Grabber Name CLxGrabberDriverSim,32,NIKON NIS ELEMENTS D Software Manual.pdf,6,Fixed Grabber Startup,Fixed Grabber Startup,hierarchical
30,HWUnit Name,11,NIKON NIS ELEMENTS D Software Manual.pdf,6,Fixed Grabber Startup,Fixed Grabber Startup,hierarchical
31,SimGrabber,10,NIKON NIS ELEMENTS D Software Manual.pdf,6,Fixed Grabber Startup,Fixed Grabber Startup,hierarchical
32,HWUnit Connection String (empty),32,NIKON NIS ELEMENTS D Software Manual.pdf,6,Fixed Grabber Startup,Fixed Grabber Startup,hierarchical
33,Camera Name Sim_Camera_Color,28,NIKON NIS ELEMENTS D Software Manual.pdf,6,Fixed Grabber Startup,Fixed Grabber Startup,hierarchical
34,"2. Modify the shortcut, E.g.:
""c:\Program Files\NIS-Elements\nis_d.exe"" -g CLxGrabberDriverSim -h SimGrabber -cam Sim_Camera_Color
3. Double-click the shortcut. NIS-Elements will start without asking for grabber selection",221,NIKON NIS ELEMENTS D Software Manual.pdf,"6, 7",Fixed Grabber Startup,Fixed Grabber Startup,hierarchical
35,"· NIS-Elements software setup file
· Drivers and utilities for the HASP Key
· Drivers for selected cameras
· User's Guide in the PDF file format
· Sample image database
· Sample ND2 image sequences",197,NIKON NIS ELEMENTS D Software Manual.pdf,9,2.1.1. The Installation DVD-ROM Content,2.1.1. The Installation DVD-ROM Content,hierarchical
36,You have to possess the administrator rights to your computer to be able to install NIS-Elements D successfully.,112,NIKON NIS ELEMENTS D Software Manual.pdf,9,Caution,Caution,hierarchical
37,"· Insert the installation DVD in the DVD-ROM drive. A window automatically appears.
· Install the selected NIS-Elements software version, additional modules and device drivers.
· Plug the provided HASP key into the USB port of your PC.
· Run NIS-Elements .",256,NIKON NIS ELEMENTS D Software Manual.pdf,9,Quick Guide,Quick Guide,hierarchical
38,"1) When the installation DVD is inserted, a selection window appears automatically.",83,NIKON NIS ELEMENTS D Software Manual.pdf,9,Step by Step,Step by Step,hierarchical
39,Select the software package to be installed. Select the one you have got the license for and which is properly coded in your HASP key. The installation wizard welcome-window appears. Click Next to continue.,206,NIKON NIS ELEMENTS D Software Manual.pdf,10,Step by Step,Step by Step,hierarchical
40,Figure 2.2. Local Options installation,38,NIKON NIS ELEMENTS D Software Manual.pdf,10,2) Install Local Options,2) Install Local Options,hierarchical
41,"Select whether to install Local Option or not. Define the folder where NIS-Elements D should be installed. We recommend to use the predefined directory. If you want to change the directory anyway, press the Browse button and select a new one. Otherwise click Next .",265,NIKON NIS ELEMENTS D Software Manual.pdf,10,2) Install Local Options,2) Install Local Options,hierarchical
42,Note,4,NIKON NIS ELEMENTS D Software Manual.pdf,10,2) Install Local Options,2) Install Local Options,hierarchical
43,The Local Option installation provides some advanced features which did not pass the quality assurance procedure yet. We recommend to wait until they are released officially.,174,NIKON NIS ELEMENTS D Software Manual.pdf,10,2) Install Local Options,2) Install Local Options,hierarchical
44,4),2,NIKON NIS ELEMENTS D Software Manual.pdf,11,2) Install Local Options,2) Install Local Options,hierarchical
45,"Now, select the cameras which will be used with NIS-Elements D .",64,NIKON NIS ELEMENTS D Software Manual.pdf,11,2) Install Local Options,2) Install Local Options,hierarchical
46,"If your licence contains some additional modules besides the NIS-Elements D core software, please select them in this window.",125,NIKON NIS ELEMENTS D Software Manual.pdf,11,2) Install Local Options,2) Install Local Options,hierarchical
47,"Any module selected will be installed along with NIS-Elements D automatically. However, you might not be licensed to use it. The module will run after you get the corresponding code registered in your HASP key.",210,NIKON NIS ELEMENTS D Software Manual.pdf,11,Note,Note,hierarchical
48,6),2,NIKON NIS ELEMENTS D Software Manual.pdf,12,Note,Note,hierarchical
49,Select the devices which will be used with NIS-Elements D . Finish the installation by clicking the Install button.,115,NIKON NIS ELEMENTS D Software Manual.pdf,12,Note,Note,hierarchical
50,Note,4,NIKON NIS ELEMENTS D Software Manual.pdf,12,Note,Note,hierarchical
51,"NIS-Elements may not be connected to devices after installation depending on the PC status at installation. If so, execute the Modify installation command of the Windows Start menu (see the next step) to perform Repair that corrects the previously installed status.",265,NIKON NIS ELEMENTS D Software Manual.pdf,12,Note,Note,hierarchical
52,For Windows7 users: Some devices do not work correctly after recovery from Sleep mode. Please turn off the Windows 7 Sleep Mode to prevent possible problems:,157,NIKON NIS ELEMENTS D Software Manual.pdf,12,Warning,Warning,hierarchical
53,"· Run the Start > Control Panel command on the main Windows tool bar.
· Click Hardware and Sound
· Select Change when the computer wakes
· In the Put the computer to sleep option, select Never
· Confirm the settings by the Save changes button.",243,NIKON NIS ELEMENTS D Software Manual.pdf,12,Warning,Warning,hierarchical
54,"The setup creates a new program group in the Start menu containing the following items: NISElements D application shortcut, the HASP key information shortcut, the Modify Installation shortcut (for adding hardware drivers, modules, etc.), the Uninstall procedure, and the Send Info Tool. A shortcut to NIS-Elements D is created on the desktop too. These changes affect all user profiles of your local Windows operating system.",425,NIKON NIS ELEMENTS D Software Manual.pdf,13,Warning,Warning,hierarchical
55,Figure 2.7. Start menu,22,NIKON NIS ELEMENTS D Software Manual.pdf,13,Warning,Warning,hierarchical
56,Note,4,NIKON NIS ELEMENTS D Software Manual.pdf,13,Warning,Warning,hierarchical
57,"Clicking the Uninstall command deletes all installed files from disk, and removes the NISElements D program group from the Start menu as well as it removes the desktop icon.",173,NIKON NIS ELEMENTS D Software Manual.pdf,13,Warning,Warning,hierarchical
58,See 1. Command Line Startup Options [1] for details about how to use command line switches. The following switches are to be used with the NIS-Elements installation file to modify behavior of the installation wizard.,216,NIKON NIS ELEMENTS D Software Manual.pdf,13,2.1.3. Command Line Installation Options,2.1.3. Command Line Installation Options,hierarchical
59,-all This parameter unhides options in the setup which are hidden by default. It concerns mainly drivers of devices which were formerly supported but are no longer available.,174,NIKON NIS ELEMENTS D Software Manual.pdf,13,2.1.3. Command Line Installation Options,2.1.3. Command Line Installation Options,hierarchical
60,"-new If this command line parameter is appended, the setup checks if any other setup has already been installed. If so, the setup restarts and runs in an independent mode. The update mode is disabled. This enables to install two or more builds together on one operating system.",277,NIKON NIS ELEMENTS D Software Manual.pdf,13,2.1.3. Command Line Installation Options,2.1.3. Command Line Installation Options,hierarchical
61,-xp This parameter enables the user to install NIS-Elements on Windows XP even though this operating system is NOT supported officially.,136,NIKON NIS ELEMENTS D Software Manual.pdf,13,2.1.3. Command Line Installation Options,2.1.3. Command Line Installation Options,hierarchical
62,You may need to install a device or an additional module after the NIS-Elements D main system installation.,107,NIKON NIS ELEMENTS D Software Manual.pdf,13,2.1.4. Additional Module/Device Installation,2.1.4. Additional Module/Device Installation,hierarchical
63,"· Go to [Start menu > Programs > NIS-Elements D ] program group.
· Select the Modify Installation command.
· Follow the installation wizard instructions. Select the check-boxes by the items you would like to add.
· Finish the installation.",239,NIKON NIS ELEMENTS D Software Manual.pdf,"13, 14",2.1.4. Additional Module/Device Installation,2.1.4. Additional Module/Device Installation,hierarchical
64,"If you chose to install the Sample Database, a new subdirectory 'Databases' is created inside the NISElements D installation directory (e.g. C:\Program files\ NIS-Elements D \Databases\...). The 'Sample_Database.mdb' file is copied to there along with database images (stored in subdirectories). An administrator username/password to access this database is set to:",365,NIKON NIS ELEMENTS D Software Manual.pdf,14,2.1.5. Sample Database Installation,2.1.5. Sample Database Installation,hierarchical
65,"· Username: ""sa""
· Password: ""sa""",33,NIKON NIS ELEMENTS D Software Manual.pdf,14,2.1.5. Sample Database Installation,2.1.5. Sample Database Installation,hierarchical
66,The NIS-Elements D software is delivered with a hardware key (also called HL = hardware licence).,97,NIKON NIS ELEMENTS D Software Manual.pdf,14,2.1.6. Software Copy Protection,2.1.6. Software Copy Protection,hierarchical
67,Figure 2.8. Hardware key,24,NIKON NIS ELEMENTS D Software Manual.pdf,14,2.1.6. Software Copy Protection,2.1.6. Software Copy Protection,hierarchical
68,The key contains information about the software licence and allows users to run the corresponding software. A warning message is displayed when user starts NIS-Elements with incorrect HASP. Please connect the USB HASP after the NIS-Elements D installation is finished. The utility called HASPinfo is installed to the NIS-Elements D directory. It enables the user to view information about the software licence and is accessible via the Help > HASP Info menu command.,466,NIKON NIS ELEMENTS D Software Manual.pdf,14,2.1.6. Software Copy Protection,2.1.6. Software Copy Protection,hierarchical
69,The main goal of the Device Updates setup is to add new devices/cameras or to fix problems that are localized in the drivers only and do not affect any other NIS-Elements functionality.,185,NIKON NIS ELEMENTS D Software Manual.pdf,14,2.1.7. Device Updates,2.1.7. Device Updates,hierarchical
70,Device Update setup requires installation of the corresponding NIS-Elements version. The setup contains only .dll files supporting a new device or some corrections and upgrades of already existing drivers. This update form keeps NIS-Elements stable and the update file size small.,280,NIKON NIS ELEMENTS D Software Manual.pdf,14,2.1.7. Device Updates,2.1.7. Device Updates,hierarchical
71,"Device Update numbering is consecutive and appropriate to its NIS-Elements version until a new full setup of NIS-Elements is released (Major version, Service Pack or HotFix) - then the numbering starts from the beginning.",221,NIKON NIS ELEMENTS D Software Manual.pdf,15,2.1.7. Device Updates,2.1.7. Device Updates,hierarchical
72,"Device Updates are cumulative and contain all the changes from the previous updates. Also full NISElements setups (Major versions, Service Packs and HotFixes) will contain all the changes from the previously released Device Updates.",232,NIKON NIS ELEMENTS D Software Manual.pdf,15,2.1.7. Device Updates,2.1.7. Device Updates,hierarchical
73,"Fixes represent driver changes which serve for testing purposes or for correcting problems occurring only under special conditions. Fixes are packed into a zip file containing modified driver files. Fixes are usually user requested, therefore they are not considered as Device Update candidates.",295,NIKON NIS ELEMENTS D Software Manual.pdf,15,2.1.8. Fixes,2.1.8. Fixes,hierarchical
74,"The NIS-Elements installation file contains 64bit MDB drivers which improve the speed of the database module on 64bit systems. However, 32bit version of MS Office 2010 cannot be used along with these 64bit drivers. You can install these drivers, if:",249,NIKON NIS ELEMENTS D Software Manual.pdf,15,2.1.9. Installing the Database Module on 64-bit Systems,2.1.9. Installing the Database Module on 64-bit Systems,hierarchical
75,"· you run 64bit version of MS Office 2010
· you use other version of MS Office such as Office 2013
· you do not use MS Office at all",132,NIKON NIS ELEMENTS D Software Manual.pdf,15,2.1.9. Installing the Database Module on 64-bit Systems,2.1.9. Installing the Database Module on 64-bit Systems,hierarchical
76,"Find the drivers in the NIS-Elements folder, typically: 'C:\Program Files\ NIS-Elements D \Drivers\Data-base_MDB\'",114,NIKON NIS ELEMENTS D Software Manual.pdf,15,2.1.9. Installing the Database Module on 64-bit Systems,2.1.9. Installing the Database Module on 64-bit Systems,hierarchical
77,User management is very useful when a single workstation is shared by number of users. Some user accounts may have administrator rights to NIS-Elements while other's privileges are quite restricted. A per-person system may be established or user accounts may be shared. The following principles are utilized within NIS-Elements D :,331,NIKON NIS ELEMENTS D Software Manual.pdf,15,2.2. User Rights,2.2. User Rights,hierarchical
78,MSWindowsaccountssupport NIS-Elements D can assign privileges to MS Windows accounts. Whoever is logged in the operating system and runs NIS-Elements obtains a default set of privileges. System administrator can then further restrict or extend the user's rights.,262,NIKON NIS ELEMENTS D Software Manual.pdf,15,2.2. User Rights,2.2. User Rights,hierarchical
79,"NIS-Elements D password protection It may be not comfortable enough to log the current user off from MSWindows when a user change is required in NIS-Elements . For such case a completely independent list of user accounts, which is not connected with MS Windows users, can be created. Then just restart of NIS-Elements is needed to switch the user.",347,NIKON NIS ELEMENTS D Software Manual.pdf,15,2.2. User Rights,2.2. User Rights,hierarchical
80,"Private vs. Shared storage Every user-created item (setting) important in the work-flow can be protected from unwanted change in two levels. First, the creator of the item (optical configuration, layout, objective, etc.) can save it as private . Unless its status is changed to shared , no other user will even see this item within the lists throughout the application. The second level of protection concerning all shared items is provided by assigning users to Groups and Privileges groups.",492,NIKON NIS ELEMENTS D Software Manual.pdf,16,2.2. User Rights,2.2. User Rights,hierarchical
81,"Groups Every user is a member of a group. The group enumerates shared items (optical configurations, objectives, etc.) which will be visible for its members. NIS-Elements administrators can create any number of groups and select the items to be visible.",253,NIKON NIS ELEMENTS D Software Manual.pdf,16,2.2. User Rights,2.2. User Rights,hierarchical
82,"Privileges There are basic groups of privileges which allows users or restrict them to perform certain actions. This concerns for example modifying macros, reports, selecting cameras, etc. There are four levels of privileges by default, but further can be created by an administrator:",284,NIKON NIS ELEMENTS D Software Manual.pdf,16,2.2. User Rights,2.2. User Rights,hierarchical
83,"· Admin
· Common
· Guest
· Default",34,NIKON NIS ELEMENTS D Software Manual.pdf,16,2.2. User Rights,2.2. User Rights,hierarchical
84,"If you have chosen ' NIS-Elements (Password protected)' user authentication method, a login dialog window appears at every start-up of NIS-Elements . Enter a user name and a password for existing user account. If the option Allow to Create a New User at Start-up is enabled, you can create a new user account without needing an administrator. This account is assigned to the Default group of users and Default group of privileges automatically.",444,NIKON NIS ELEMENTS D Software Manual.pdf,16,2.2.1. NIS-Elements authentication,2.2.1. NIS-Elements authentication,hierarchical
85,"Please read the following example on user management. Step by step, we describe the creation of a shared layout which can not be modified by members of the Common and Guest groups.",180,NIKON NIS ELEMENTS D Software Manual.pdf,16,2.2.2. Creating a Shared Layout,2.2.2. Creating a Shared Layout,hierarchical
86,"1) Run the View > Layout > Layout Manager command. Set at least one of the defined layouts as Shared . (see 3.3. Arranging User Interface [28])
2) In the left column of the window, select User Rights .",201,NIKON NIS ELEMENTS D Software Manual.pdf,16,2.2.2. Creating a Shared Layout,2.2.2. Creating a Shared Layout,hierarchical
87,"3) Make sure you are logged as a user with the Privilege to Modify user rights . If not, use the Log As... button to log in under a different account which has the privilege.",174,NIKON NIS ELEMENTS D Software Manual.pdf,16,2.2.2. Creating a Shared Layout,2.2.2. Creating a Shared Layout,hierarchical
88,Select the Groups tab. Here you can see at least one group of items called Default . Either select one a group or create a new one by the New button and choose Layout within the list of items. All layouts set as shared will be listed on the right side within the Accessible items field. Make sure the check boxes next to the layouts which you allow to be used by the group are selected.,386,NIKON NIS ELEMENTS D Software Manual.pdf,17,4) Set layout visibility,4) Set layout visibility,hierarchical
89,"Select the Privileges tab. Select the group of privileges which should have not the permission to modify the selected shared layouts. In the Privileges field on the right, make sure you de-select the Modify Shared Layouts option.",229,NIKON NIS ELEMENTS D Software Manual.pdf,17,5) Disable layout modification,5) Disable layout modification,hierarchical
90,"Select the Users tab. In the list of users, select the ones which you would like to apply the policy to (users can be selected one by one or by multi-selection with the Shift or Ctrl key pressed). Then, assign the appropriate Group and Privileges by selecting them from a pull-down menu on the right side of the window.",319,NIKON NIS ELEMENTS D Software Manual.pdf,17,6) Apply the new policies,6) Apply the new policies,hierarchical
91,7) Confirm the changes by the Apply button.,43,NIKON NIS ELEMENTS D Software Manual.pdf,17,6) Apply the new policies,6) Apply the new policies,hierarchical
92,"When more users want to work with NIS-Elements on the same computer and one of them did not close his NIS-Elements running copy, other users cannot use the program, because only one NIS-Elements copy can be running at a time. The possibility to close the running program started by a different user during a new NIS-Elements launch is available in the following dialog window. This applies only if there are no experiments running.",431,NIKON NIS ELEMENTS D Software Manual.pdf,17,2.2.3. Closing Another Instance of NIS-Elements,2.2.3. Closing Another Instance of NIS-Elements,hierarchical
93,Figure 2.9. Another instance running,36,NIKON NIS ELEMENTS D Software Manual.pdf,17,2.2.3. Closing Another Instance of NIS-Elements,2.2.3. Closing Another Instance of NIS-Elements,hierarchical
94,User Authentication The Windows authentication utilizes Windows accounts to automatically log in to NIS-Elements D .,116,NIKON NIS ELEMENTS D Software Manual.pdf,18,2.2.4. User Rights Options,2.2.4. User Rights Options,hierarchical
95,The NIS-Elements D (Password protected) authentication utilizes application user accounts and passwords at the start-up of NIS-Elements D . Check the Allow to Create a New User at Start-up option to enable creating of a new user in the Login dialog window.,256,NIKON NIS ELEMENTS D Software Manual.pdf,18,2.2.4. User Rights Options,2.2.4. User Rights Options,hierarchical
96,Current user Displays currently logged in user.,47,NIKON NIS ELEMENTS D Software Manual.pdf,18,2.2.4. User Rights Options,2.2.4. User Rights Options,hierarchical
97,Log As Opens the Login As dialog which enables you to login as a different user e.g. an administrator with more user rights for the purpose of changing User rights settings.,173,NIKON NIS ELEMENTS D Software Manual.pdf,18,2.2.4. User Rights Options,2.2.4. User Rights Options,hierarchical
98,Figure 2.10. Login As,21,NIKON NIS ELEMENTS D Software Manual.pdf,18,2.2.4. User Rights Options,2.2.4. User Rights Options,hierarchical
