chunk_id,text,text_length,meta_filename,meta_page_numbers,meta_title,meta_headings,meta_chunking_strategy
25,"-Report any work injury to the CNS administration and the LISE Health and Safety Officer.
-Obey all warning signs, labels, and tags.
-Personal Protective Equipment (PPE) must be worn where required.
-No hazardous work may be conducted alone (buddy system).
-Keep aisles, stairways, exits, and safety shower/eye wash stations unobstructed always. Do not store or move equipment into these areas.
-Know the location of emergency and safety equipment in your area. This includes PPE, safety shower/eye wash, first-aid kits, emergency exits.
-Use portable fire extinguishers only if you have been trained to operate them.
-Observe no smoking signs throughout the facility.
-Eating and drinking in areas where chemicals are used is prohibited.
-Horseplay, scuffling, and other acts which tend to have an adverse influence on the safety or well-being of employees and lab users are prohibited.
-Report defective equipment and unsafe conditions immediately to the CNS staff so they may be corrected promptly.
-Damaged tools or equipment shall be removed from service and tagged to prevent use.
-Notify Harvard Operations Center of emergency conditions by dialing ' 5-5560"" . Operations center will summon the LISE Emergency Response Team (ERT) and off-site emergency response crews, as necessary, based on the severity of the emergency event.
-Only authorized persons shall operate machinery, equipment, or tools. Only perform operations for which you have been trained.
-Do not operate tools or other machinery that is missing or has defeated safety protective devices such as guards, alarms, interlocks, local exhaust ventilation, etc. Notify CNS staff of any deficiencies.
-Machinery, equipment, tools shall not be serviced, repaired, or adjusted by anyone other than the CNS staff. CNS staff will follow the appropriate hazardous energy control procedures to safely work on such equipment.",1886,cns-safety-manual.pdf,"16, 17",General Safety Requirements,General Safety Requirements,default
26,"-All users and occupants of CNS laboratory must follow all safety requirements and must conduct themselves in a way which does not endanger health or equipment integrity.
-Anyone who violates safety policy or endangers health or equipment integrity is subject to discipline including loss of laboratory access.  Minor (non-life threatening) violations will typically be subject to the following escalating disciplinary schedule
-First offense: Verbal warning to user and advisor. Users may be required to repeat training.
-Second offense: Written warning to user and advisor. Users will be required to repeat training.
-Third offense: Loss of laboratory access for 7 days. Written warning to user and advisor. Users will be required to repeat training.
-Major and life-threatening offenses will result in immediate loss of laboratory access, with review and final fate determined by the CNS Director.",900,cns-safety-manual.pdf,17,Discipline,Discipline,default
27,"Only users who have achieved all required room certifications may enter any CNS lab.
-For any room which requires swipe card or iris scan access, user may only enter the room after swiping of own card or scanning of own eye.  HOLDING DOORS FOR OTHERS TO ENTER, OR SHARING SWIPE CARD WILL RESULT IN DISCIPLINARY ACTION.
-Only staff members may bring uncertified users into any laboratory space.",393,cns-safety-manual.pdf,"17, 18",Laboratory Access,Laboratory Access,default
28,"-Most CNS labs have campus-only phones. These phones can call 911 and on-campus 5-digit numbers. For phones with off-campus access, dial 9+number except for 911 (no leading 9) for emergencies.
-Never handle a telephone with contaminated hands or gloves.
-Personal cell phones are allowed in CNS laboratories. Cell phone use is not allowed during hazardous activity. Use of headphones/earbuds is not allowed. Photography on the Harvard campus requires University permission.
-When using the telephone be respectful of those around you. Make phones immediately available in case of emergency.
-LISE is equipped with repeaters for Verizon service. Other services may provide poor reception at lower levels.",703,cns-safety-manual.pdf,18,Telephones,Telephones,default
29,"Area, Type of Hood = . Area, PPE Requirements = . Area, Chemicals = . Wet Process Bay  Cleanroom, Type of Hood = White Plastic Acid  Wet Bench. Wet Process Bay  Cleanroom, PPE Requirements = ∞ Safety Glasses / Safety Goggles  ∞ Face Shield required at all times  while working at these two acid  benches.  ∞ Blue Apron. Wet Process Bay  Cleanroom, Chemicals = Various Acids (HF,  Nitric, Sulfuric etc.) and  Strong Bases (Any  Hydroxide Solutions  etc.). Wet Process Bay  Cleanroom, Type of Hood = Stainless Steel  Solvent Wet Benches. Wet Process Bay  Cleanroom, PPE Requirements = ∞ Safety Glasses / Safety Goggles  ∞ Face shield must be worn when  pouring from any one-gallon  container.  ∞ Blue 16-inch nitrile glove over the. Wet Process Bay  Cleanroom, Chemicals = IPA, Acetone,  Methanol, n-methyl  pyrrolidinone (PG  Remover, Baker PRS  3000), propylene glycol. , Type of Hood = . , PPE Requirements = bottles of developers that contain  tetramethyl ammonium hydroxide  (i.e., MF-CD 26, MF 319, 300  MIF, 726 MIF) or bottles that n- methyl pyrrolidone (Remover PG,  Baker PRS 3000) or bottles of  hexamethyl disilazane (HMDS).. , Chemicals = MIF Developers,  CD26, CD 30, IPA,. Photo Lithography  Bay Cleanroom, Type of Hood = Stainless Steel and  White Plastic Wet  Benches. Photo Lithography  Bay Cleanroom, PPE Requirements = ∞ Safety Glasses / Safety Goggles  ∞ Face Shield when pouring from  any one-gallon container and when  spinner is in operation.  ∞ Blue 16-inch nitrile gloves over the. Photo Lithography  Bay Cleanroom, Chemicals = Methanol, Acetone
Any Spinner, 1 = . Any Spinner, 2 = ∞ When pouring from one-gallon  bottles of developers that contain  tetramethyl ammonium hydroxide  (i.e., MF-CD 26, MF 319, 300  MIF, 726 MIF) or bottles that n- Baker PRS 3000) or bottles of  hexamethyl disilazane (HMDS).  ∞ Safety Glasses / Safety Goggles  ∞. Any Spinner, 3 = . , 1 = . , 2 = methyl pyrrolidone (Remover PG,. , 3 = . , 1 = Stainless Steel Wet. , 2 = . , 3 = Photoresists and. Benches, 1 = Benches. Benches, 2 = Face Shield- when substrates are. Benches, 3 = spinning substrates. , 1 = . , 2 = spinning and when pouring from. , 3 = . , 1 = . , 2 = any one-gallon container.. , 3 = . , 1 = . , 2 = beige nitrile gloves.. , 3 = . , 1 = . , 2 = ∞ When pouring from one-gallon. , 3 = . , 1 = . , 2 = bottles of developers that contain. , 3 = . , 1 = . , 2 = tetramethyl ammonium hydroxide. , 3 = . , 1 = . , 2 = (i.e., MF-CD 26, MF 319, 300. , 3 = . , 1 = . , 2 = MIF, 726 MIF) or bottles that n-. , 3 = . , 1 = . , 2 = methyl pyrrolidone (Remover PG,. , 3 = . , 1 = . , 2 = Baker PRS 3000) or bottles of. , 3 = . , 1 = . , 2 = hexamethyl disilazane (HMDS).. , 3 = . , 1 = . , 2 = spinner is in operation.. , 3 = . , 1 = . , 2 = ∞ Blue 16-inch nitrile gloves over the. , 3 = . , 1 = . , 2 = beige nitrile gloves.. , 3 = . , 1 = . , 2 = bottles of developers that contain. , 3 = . , 1 = . , 2 = tetramethyl ammonium hydroxide. , 3 = . , 1 = . , 2 = (i.e., MF-CD 26, MF 319, 300. , 3 = . , 1 = . , 2 = Baker PRS 3000) or bottles of. , 3 = . , 1 = . , 2 = hexamethyl disilazane (HMDS).. , 3 = . , 1 = . , 2 = MIF, 726 MIF) or bottles that n-. , 3 = . , 1 = . , 2 = methyl pyrrolidone (Remover PG,. , 3 = 
North Materials, 1 = Stainless Steel Wet. North Materials, 2 = ∞ Safety Glasses / Safety Goggles  ∞ ∞  Blue 16-inch nitrile gloves over. North Materials, 3 = Solvents. Synthesis G06, 1 = Benches. Synthesis G06, 2 = Face Shield- when pouring from  any one-gallon container or when  substrates are spinning on spinner.  the beige nitrile gloves.  ∞ When pouring from one-gallon  bottles of developers that contain. Synthesis G06, 3 = . North Materials  Synthesis G06, 1 = White Plastic Wet  Benches. North Materials  Synthesis G06, 2 = ∞ Safety Glasses / Safety Goggles  ∞ Face Shield when working with  acids and strong bases.. North Materials  Synthesis G06, 3 = Various Acids  (Hydrofluoric, Nitric,  Sulfuric etc.) and Strong. North Material  Synthesis G06, 1 = Nano High  Air filter hood. North Material  Synthesis G06, 2 = ∞ Safety Glasses / Safety Goggles  ∞ one-gallon container.. North Material  Synthesis G06, 3 = Nanoparticles (dry. , 1 = Efficiency Particulate. , 2 = Face shield when pouring from any. , 3 = and in solution).. North Materials, 1 = Bio Hoods. North Materials, 2 = ∞ Safety Glasses/safety goggles. North Materials, 3 = . All Areas of CNS, 1 = LN2 dewars. All Areas of CNS, 2 = Face shield and cryo-gloves. All Areas of CNS, 3 = Liquid Nitrogen
∞ Inspect PPE before each use. If damaged, contaminated, or breakthrough is suspected, discard it and obtain new PPE. Rinse gloves with DI water before disposal if contaminated.
∞ Safety glasses are required in all CNS labs when working on wet benches. If you wear prescription safety glasses, you must place oversized safety glasses over your prescription glasses any time working at any wet bench.
∞ Footwear: Open toed or open heel shoes and sandals are not allowed in any CNS laboratories. Legs must be covered while working in CNS labs that contain liquid chemicals.
∞ Maintain PPE free of chemical residues. Rinse and dry-off chemicals spilled onto gloves and face shields. If the apron becomes contaminated wipe off chemical with wet wipe and then dispose of it in the waste receptacle.
∞ Do not leave gloves unattended on top of wet benches, chemical dispense cabinets, floor, equipment, or other work surfaces.
∞ Dispose of chemical gloves in the appropriate debris can at the end of each day or whenever they become contaminated. Before disposing, always rinse gloves.
∞ Chemical apron coats (blue) and face shields shall be clean and stored on the available hooks within the PPE storage cabinet or at the point of use.
∞ Blue Apron Sizes: Depending on the manufacturer, the size of the PVC coat apron can be determined by where you got them in the PPE bin. The bins should be labeled Small, Regular, and Large.
The sequence to don (put on) & doff (remove) chemical personal protective equipment is as follows:",6013,cns-safety-manual.pdf,"19, 20, 21, 22, 23",Wet Chemistry PPE Requirements are listed in the table below per lab area:,Wet Chemistry PPE Requirements are listed in the table below per lab area:,default
30,"§ Apron
§ Face shield
§ Outer gloves",36,cns-safety-manual.pdf,23,Don sequence :,Don sequence :,default
31,"§ Outer gloves
§ Face shield
§ Apron",36,cns-safety-manual.pdf,23,Doff (Removal) sequence :,Doff (Removal) sequence :,default
32,"§ Safety Data Sheets (SDS) are available for all hazardous substances approved for use in CNS laboratories. SDS's for all manufacturing-related chemicals and available on the Harvard EHS website https://www.ehs.harvard.edu/news/material-safety-data-sheets-msds
§ If you have a valid Harvard Key ID. Some Hard copies of SDS's are maintained at the Fire Command Center at entrance to LISE/McKay.
§ If you have trouble locating a SDS, contact LISE Health and Safety Officer at 495-1290 or anyone on the CNS staff.",510,cns-safety-manual.pdf,23,Safety Data Sheets,Safety Data Sheets,default
33,"CNS laboratories use several chemicals including acids, bases, solvents, oxidizers, and compressed gases. These hazardous materials pose both physical and chemical hazards to personnel. To minimize such hazards to employees, engineering control methods are utilized to the extent possible where
hazardous materials are used. Strict adherence to established work methods and the donning of personal protective equipment provides additional control measures to prevent individual exposure to these hazardous materials.",516,cns-safety-manual.pdf,"23, 24",Chemical Safety Rules,Chemical Safety Rules,default
34,"Before any new material (biological, chemical, nanoparticle, or solid material to be grinded) is brought into the CNS facility the ""Material Request Form FM006"" must be completed and sent to CNS Administration in room 306 for EHS approval. This form is located on the CNS website.",280,cns-safety-manual.pdf,24,New Materials Request,New Materials Request,default
35,"Store chemicals in the proper chemical storage cabinet. There are two types of chemical storage cabinets located in CNS laboratories: Blue for acids and bases, and Yellow for flammables.  Verify proper storage area for any chemical with laboratory staff.
∞ Acids -- Chemicals with a low ph. Corrosive to skin and eyes. Some have strong vapors. Stored under white acid wet benches or in Blue cabinets located in chases or in blue corrosive cabinets in other CNS lab spaces outside the cleanroom.
∞ Bases -- Chemicals with a high ph. Corrosive to skin and eyes. Some have strong vapors. Stored under white acid wet benches or in Blue cabinet. Must be stored in a separate secondary container if stored in same cabinet as acids.
∞ Solvents/Flammable -- Materials that burn. Irritating to eyes and skin. Most have strong vapors. Stored under steel solvent wet benches or in Yellow cabinet. No storage of flammable liquids in the basement areas of LISE is allowed. Only a limited amount of squirt bottles is allowed in the basement areas and only in fume hood.
∞ Oxidizers -- Materials that oxidize. Corrosive to skin and eyes. Some with vapors. Oxidizers will be stored in the blue cabinet with acids. Nitric acid must be stored in its own secondary container. It is an oxidizer and a strong acid.
∞ Acids, bases, and flammables must be stored separately. Oxidizers must not be stored with flammables. Abide by the general safety rules as posted on each chemical storage cabinet.
∞ In the Cleanroom: A chemical supply vendor and/or CNS staff stocks chemical storage cabinets to ensure chemical compatibility. It is essential that chemical bottles (full, empty, or partially full) are returned to the same storage cabinet to ensure that incompatible chemicals are not stored together.
∞ In the basement lab or the surrounding ground floor labs: CNS staff will stock these cabinets.
Tightly cap and store all chemical bottles in designated storage cabinets until ready to use.
Keep all storage cabinets closed and handles latched when not in use.
Squeeze bottles may be used for the following chemicals, and only in labeled containers: water, methanol, IPA, acetone, and Propylene glycol methyl ethyl acetate (PGMEA). Squeeze bottles with flammable materials must be stored in a vented chemical hood. Be aware that squeeze bottles can leak significant amounts as a result of pressure of temperature change; do not store near ignition source.",2435,cns-safety-manual.pdf,"24, 25",Chemical Storage,Chemical Storage,default
36,"All chemical containers must be labeled with the identity of the material and the physical health hazards presented by the material. If a container is not labeled, do not handle it. Notify the CNS staff immediately when an un-labeled container is found.",253,cns-safety-manual.pdf,25,Chemical Labeling,Chemical Labeling,default
37,"When labeling beakers make sure you use chemical name and contact information (this includes user name, date of experiment, user telephone number) on the beaker or on a clean room compatible wipe placed in front of the container.
Always read the label of a chemical container before handling.",292,cns-safety-manual.pdf,25,Label must include full chemical name.,Label must include full chemical name.,default
38,"Carry only one chemical bottle per hand at a time to prevent bodily injury due to strain and to prevent a chemical spill due to dropping of the bottle(s). Always use the handle or carry pail to carry the bottle. Use the available chemical transportation cart when moving multiple bottles of chemicals.
Corrosive chemicals in glass bottles (i.e., Nitric Acid, Etchants, Resists, and some developers) must be transported using the available rubber or plastic bottle carriers if leaving wet bench area.
Do not transport chemical containers unless the caps are tight.",563,cns-safety-manual.pdf,"25, 26",Chemical Transportation,Chemical Transportation,default
39,"All chemicals must be handled on wet benches or in some exhaust enclosure. Chemicals are to be handled and mixed only by personnel who are authorized and wear the appropriate personal protective equipment.
Open chemical containers cautiously. Point the top of the container away from your face and body. Pressure may have developed inside the containers during transport.
-When pouring chemicals, pour slowly in a controlled manner to avoid splashing.
-After pouring chemicals from bottles, wipe the neck of the bottle clean to prevent the chemical from dripping down the side of the bottle and damaging work surfaces or personnel.
'Always Add Acid' (AAA) to water, never the reverse.
Do not mix a solvent with an acid or mix an acid and a base. Solvents and oxidizers must never be stored or mixed. These chemical groups are incompatible and can react violently.
Immediately clean up chemical residues on work surfaces. Clean up with wipes and place appropriate waste debris cans located in the wet benches.
When bottles are completed, they must be thoroughly cleaned and disposed of. Details will be provided during laboratory room orientation.
To reduce the possibility of fire or explosion chemicals can only be heated to less than 10 degrees of flash point of that chemical (Class I liquids-flashpoints below 73F can never be heated on hot plates--acetone, Isopropyl alcohol, MIBK/IPA etc.)",1395,cns-safety-manual.pdf,26,Chemical Use,Chemical Use,default
