chunk_id,text,text_length,meta_filename,meta_page_numbers,meta_title,meta_headings,meta_chunking_strategy
16,Study and mastery of the material in this manual are obligatory but insufficient for laboratory access. Each laboratory and instrument also have dedicated training including additional safety detail.,199,cns-safety-manual.pdf,6,Scope,Scope,fine_grained
17,SDS (Safety Data Sheets),24,cns-safety-manual.pdf,6,Emergency & Personal Protective Equipment,Emergency & Personal Protective Equipment,fine_grained
18,Function: For determining chemical hazards and recommended precautions for use.,79,cns-safety-manual.pdf,6,Emergency & Personal Protective Equipment,Emergency & Personal Protective Equipment,fine_grained
19,Use: Look up information on all chemicals prior to use.,55,cns-safety-manual.pdf,6,Emergency & Personal Protective Equipment,Emergency & Personal Protective Equipment,fine_grained
20,Locations: If you have a Harvard ID Key access all SDS's on the Harvard EHS website,83,cns-safety-manual.pdf,6,Emergency & Personal Protective Equipment,Emergency & Personal Protective Equipment,fine_grained
21,https://www.ehs.harvard.edu/news/material-safety-data-sheets-msds,65,cns-safety-manual.pdf,6,Emergency & Personal Protective Equipment,Emergency & Personal Protective Equipment,fine_grained
22,Hard copies in the Fire Command Center LISE lobby.,50,cns-safety-manual.pdf,6,Emergency & Personal Protective Equipment,Emergency & Personal Protective Equipment,fine_grained
23,Nitrile Gloves,14,cns-safety-manual.pdf,6,Emergency & Personal Protective Equipment,Emergency & Personal Protective Equipment,fine_grained
24,Function : Protects cleanroom surfaces from contamination and offers wearer some splash protection against most chemicals.,122,cns-safety-manual.pdf,6,Emergency & Personal Protective Equipment,Emergency & Personal Protective Equipment,fine_grained
25,"Use : Don before entering cleanroom, Soft Materials Cleanroom (SMCR), North Materials Synthesis rooms G06 and G05. In other labs such as B15A (imaging sample prep room) required when handling chemicals. If you suspect chemical contamination, replace gloves as soon as possible.",277,cns-safety-manual.pdf,6,Emergency & Personal Protective Equipment,Emergency & Personal Protective Equipment,fine_grained
26,Location : At or near the entrances to each area.,49,cns-safety-manual.pdf,6,Emergency & Personal Protective Equipment,Emergency & Personal Protective Equipment,fine_grained
27,Function : Offers protection against objects that may injury your eye if projected and also offers some protection against chemicals.,133,cns-safety-manual.pdf,7,Safety Glasses and/or Goggles,Safety Glasses and/or Goggles,fine_grained
28,"Use : Always wear when entering wet laboratory handling liquid chemicals, and as instructed for each laboratory space.",118,cns-safety-manual.pdf,7,Safety Glasses and/or Goggles,Safety Glasses and/or Goggles,fine_grained
29,Location : In the growing area and at entrances to lab spaces.,62,cns-safety-manual.pdf,7,Safety Glasses and/or Goggles,Safety Glasses and/or Goggles,fine_grained
30,Oversized safety glasses can be used to place over prescription glasses,71,cns-safety-manual.pdf,7,Safety Glasses and/or Goggles,Safety Glasses and/or Goggles,fine_grained
31,Acid Handling Personnel Protective Equipment (PPE),50,cns-safety-manual.pdf,7,Safety Glasses and/or Goggles,Safety Glasses and/or Goggles,fine_grained
32,Function : For personal protection against chemical splashes. The items are chemical resistant.,95,cns-safety-manual.pdf,7,Safety Glasses and/or Goggles,Safety Glasses and/or Goggles,fine_grained
33,"Use #1: Always wear the above PPE when handling any acid (including hydrogen peroxide and etchants like chromium etchants) or any sturdy base (ammonium hydroxide, potassium hydroxide, sodium hydroxide, etc.).",208,cns-safety-manual.pdf,7,Safety Glasses and/or Goggles,Safety Glasses and/or Goggles,fine_grained
34,"NOTE: Contamination Prevention: Prior to use, wipe the outside and inside of the face shield window with a wet wipe.  Dry the shield with a dry wipe.",149,cns-safety-manual.pdf,7,Safety Glasses and/or Goggles,Safety Glasses and/or Goggles,fine_grained
35,"In addition, rinse yellow chemical gloves with DI water if you suspect they are contaminated and also before throwing them into the trash. Yellow chemical glove contains natural rubber which may contain allergens. Beige nitrile gloves must be worn under the yellow chemical gloves so outer glove will not be in contact with skin.",329,cns-safety-manual.pdf,7,Safety Glasses and/or Goggles,Safety Glasses and/or Goggles,fine_grained
36,Location : By the wet benches.,30,cns-safety-manual.pdf,7,Safety Glasses and/or Goggles,Safety Glasses and/or Goggles,fine_grained
37,Function : Protection from chemical contamination and projectiles.,66,cns-safety-manual.pdf,8,Other Chemical Handling Personnel Protective Equipment (PPE),Other Chemical Handling Personnel Protective Equipment (PPE),fine_grained
38,Use : Wear face shield and nitrile gloves anytime substrates are spinning on spinners in the solvent spin benches.,114,cns-safety-manual.pdf,8,Other Chemical Handling Personnel Protective Equipment (PPE),Other Chemical Handling Personnel Protective Equipment (PPE),fine_grained
39,Use : Wear face shield when pouring from anyone-gallon containers.,66,cns-safety-manual.pdf,8,Other Chemical Handling Personnel Protective Equipment (PPE),Other Chemical Handling Personnel Protective Equipment (PPE),fine_grained
40,Use : Wear long 16-inch blue gloves over the beige nitrile gloves when working at any wet bench except the acid benches.,120,cns-safety-manual.pdf,8,Other Chemical Handling Personnel Protective Equipment (PPE),Other Chemical Handling Personnel Protective Equipment (PPE),fine_grained
41,"Use : Wear a safety glasses, face shield, yellow chemical apron, pair of blue 16-inch nitrile glove over the beige nitrile glove when pouring from one-gallon bottles of developers that contain tetramethyl ammonium hydroxide (i.e., MF-CD26, MF 319, 300 MIF, 726 MIF) or bottles that contain n-methyl pyrrolidone (Remover PG, Baker PRS 3000) or bottles of hexamethyl disilazane (HMDS).",383,cns-safety-manual.pdf,8,Other Chemical Handling Personnel Protective Equipment (PPE),Other Chemical Handling Personnel Protective Equipment (PPE),fine_grained
42,Location : At the Personal Protective Equipment racks near wet benches or fume hoods,84,cns-safety-manual.pdf,8,Other Chemical Handling Personnel Protective Equipment (PPE),Other Chemical Handling Personnel Protective Equipment (PPE),fine_grained
43,"Cryo-gloves and Face shield for Liquid Nitrogen, liquid helium",62,cns-safety-manual.pdf,8,Other Chemical Handling Personnel Protective Equipment (PPE),Other Chemical Handling Personnel Protective Equipment (PPE),fine_grained
44,Function : For personal protection against cryogenic liquid exposure.,69,cns-safety-manual.pdf,8,Other Chemical Handling Personnel Protective Equipment (PPE),Other Chemical Handling Personnel Protective Equipment (PPE),fine_grained
45,Use : At a minimum; a face shield and cryogenic approved gloves must be worn when transferring or any time there is a potential exposure to cryogenic liquid.,157,cns-safety-manual.pdf,8,Other Chemical Handling Personnel Protective Equipment (PPE),Other Chemical Handling Personnel Protective Equipment (PPE),fine_grained
46,Location : Anywhere there is a transferring of cryogenic liquid from one vessel to another.,91,cns-safety-manual.pdf,8,Other Chemical Handling Personnel Protective Equipment (PPE),Other Chemical Handling Personnel Protective Equipment (PPE),fine_grained
47,Function : To alert building occupants of a fire or similar emergency requiring immediate evacuation.,101,cns-safety-manual.pdf,9,Other Chemical Handling Personnel Protective Equipment (PPE),Other Chemical Handling Personnel Protective Equipment (PPE),fine_grained
48,"Use : Upon alarm, evacuate building and proceed to nearest fire stairwell and report to rally point in front of Pierce Hall. Adhere to any instructions provided over the public address system (delivered from the fire command center at the LISE lobby). LISE fire alarms will activate on the floor with emergencies, floor above, and floor below.",343,cns-safety-manual.pdf,9,Other Chemical Handling Personnel Protective Equipment (PPE),Other Chemical Handling Personnel Protective Equipment (PPE),fine_grained
49,Location : Throughout the building.,35,cns-safety-manual.pdf,9,Other Chemical Handling Personnel Protective Equipment (PPE),Other Chemical Handling Personnel Protective Equipment (PPE),fine_grained
50,"Function : To alert others of a fire in case the alarm does not start on its own. At solvent benches, pull stations will also activate CO2 suppression system.",158,cns-safety-manual.pdf,9,Fire Alarm Pull Station,Fire Alarm Pull Station,fine_grained
51,Use : Pull white T bar down.,28,cns-safety-manual.pdf,9,Fire Alarm Pull Station,Fire Alarm Pull Station,fine_grained
52,"Location : Fire alarm pulls are in all labs, at each entrance to each fire stairwell, and at each solvent wet bench. Solvent bench pull station will ALSO activate CO2 suppression system at that bench.",200,cns-safety-manual.pdf,9,Fire Alarm Pull Station,Fire Alarm Pull Station,fine_grained
53,Function : Part of the Toxic Gas Monitoring System. Used to activate the blue toxic gas alarm and the fire alarm and will also shut down (at the gas cabinet) all the toxic/pyrophoric/flammable/corrosive gases.,209,cns-safety-manual.pdf,9,Emergency Gas Off (EGO) Stations,Emergency Gas Off (EGO) Stations,fine_grained
54,Use : Lift cover and push in.,29,cns-safety-manual.pdf,9,Emergency Gas Off (EGO) Stations,Emergency Gas Off (EGO) Stations,fine_grained
55,"Location : At each exit from the following areas: cleanroom, G04, G05, G06, G12, G27, M14 gas bunker, and at loading dock exits.",128,cns-safety-manual.pdf,9,Emergency Gas Off (EGO) Stations,Emergency Gas Off (EGO) Stations,fine_grained
56,Function : To alert occupants of emergencies associated with toxic gases including chemical release or system problems such as exhaust failure.,143,cns-safety-manual.pdf,10,Toxic Gas Alarm Enunciator and Strobe,Toxic Gas Alarm Enunciator and Strobe,fine_grained
57,"Use : Listen to the alarm and find an emergency exit. Blue alarm means potential gas leak in breathing area. Leave the building and report to the area in front of Pierce Hall. Yellow/amber alarm means potential gas leak in gas cabinet or tool exhaust or loss of cleanroom exhaust. When you hear it, leave the immediate area, and wait in any location where amber lights are not flashing until further notice. Never enter any CNS room when either amber or blue lights are flashing.",479,cns-safety-manual.pdf,10,Toxic Gas Alarm Enunciator and Strobe,Toxic Gas Alarm Enunciator and Strobe,fine_grained
58,"Location : Throughout cleanroom and labs on ground level, the mezzanine level of LISE, LISE loading dock, LISE roof HVAC area, Science Center roof top, chiller plant roof top, and Science Center mail room.",205,cns-safety-manual.pdf,10,Toxic Gas Alarm Enunciator and Strobe,Toxic Gas Alarm Enunciator and Strobe,fine_grained
59,"Toxic gas use is only allowed non-holidays, Monday through Friday, between the hours of 6am and 11pm.",101,cns-safety-manual.pdf,10,Toxic Gas Alarm Enunciator and Strobe,Toxic Gas Alarm Enunciator and Strobe,fine_grained
60,Fire Extinguishers,18,cns-safety-manual.pdf,10,Toxic Gas Alarm Enunciator and Strobe,Toxic Gas Alarm Enunciator and Strobe,fine_grained
61,Function : Used to put out a small incipient fire.,50,cns-safety-manual.pdf,10,Toxic Gas Alarm Enunciator and Strobe,Toxic Gas Alarm Enunciator and Strobe,fine_grained
62,Use: To be used by building occupants who have been trained in fire extinguisher training. Harvard EHS offers a fire extinguisher course from May to October every year.,168,cns-safety-manual.pdf,10,Toxic Gas Alarm Enunciator and Strobe,Toxic Gas Alarm Enunciator and Strobe,fine_grained
63,Location : In main hallways and in each lab.,44,cns-safety-manual.pdf,10,Toxic Gas Alarm Enunciator and Strobe,Toxic Gas Alarm Enunciator and Strobe,fine_grained
64,Function : Supplies for minor first aid.,40,cns-safety-manual.pdf,11,First Aid Kit,First Aid Kit,fine_grained
65,Use : To be used to apply first aid to minor cuts. It is also a location of Calgonate (calcium gluconate gel) to be applied to hydrofluoric acid (HF) burns.,156,cns-safety-manual.pdf,11,First Aid Kit,First Aid Kit,fine_grained
66,Location: At ground and basement floor elevator lobbies and in the cleanroom gowning area.,90,cns-safety-manual.pdf,11,First Aid Kit,First Aid Kit,fine_grained
67,Function : To neutralize the fluorine ions as a result of hydrofluoric (HF) acid exposure.,90,cns-safety-manual.pdf,11,' Calgonate' contains calcium gluconate,' Calgonate' contains calcium gluconate,fine_grained
68,Use : Put on clean gloves and apply Calcium Gluconate to affected area of skin after someone has called 5-5560 and after affected area has been rinsed with water for 5 minutes. Rinse your eyes for 15 minutes and do NOT apply Calgonate to the eyes. Allows seek medical attention post HF exposure.,295,cns-safety-manual.pdf,11,' Calgonate' contains calcium gluconate,' Calgonate' contains calcium gluconate,fine_grained
69,Location : At each wet bench that utilizes Hydrofluoric acid and at the first aid kit in the cleanroom gowning area.,116,cns-safety-manual.pdf,11,' Calgonate' contains calcium gluconate,' Calgonate' contains calcium gluconate,fine_grained
70,Function : To serve as the first means of egress from a lab or cleanroom.,73,cns-safety-manual.pdf,11,Emergency Exits inside the cleanrooms or in other lab spaces,Emergency Exits inside the cleanrooms or in other lab spaces,fine_grained
71,Use : Occupants exit these large egress doors of laboratory during fire alarms and blue light toxic gas alarms and then find the nearest stairwell to leave building and then meet in front of Pierce Hall.,203,cns-safety-manual.pdf,11,Emergency Exits inside the cleanrooms or in other lab spaces,Emergency Exits inside the cleanrooms or in other lab spaces,fine_grained
72,Location : See each lab for location. In the cleanroom there are six emergency exits - 3 on the window (clean) side and 3 on the service chase side of cleanroom.,161,cns-safety-manual.pdf,11,Emergency Exits inside the cleanrooms or in other lab spaces,Emergency Exits inside the cleanrooms or in other lab spaces,fine_grained
73,"∞ Function : To revive someone if their heart stops beating.
∞ Use : To be used by trained personnel.  Instructions in kit.
∞ Location : First floor, ground floor, and third floor elevator lobbies.",197,cns-safety-manual.pdf,12,Automatic External Defibrillator (AED),Automatic External Defibrillator (AED),fine_grained
74,Function : The red button on equipment is there to place the machine in a de-energized state during emergency situations.,121,cns-safety-manual.pdf,12,Emergency Machine/Mains Off (EMO) Button,Emergency Machine/Mains Off (EMO) Button,fine_grained
75,"Use : Find and push in the red button to place machine in de-energized state when equipment is smoking, shaking, leaking gas, or exhibiting any other emergency-related equipment failure.",186,cns-safety-manual.pdf,12,Emergency Machine/Mains Off (EMO) Button,Emergency Machine/Mains Off (EMO) Button,fine_grained
76,"Location : On most machines in cleanroom, G05, G06, B15A sample prep room, and in the imaging suites on some microscopes.",121,cns-safety-manual.pdf,12,Emergency Machine/Mains Off (EMO) Button,Emergency Machine/Mains Off (EMO) Button,fine_grained
77,Function : For chemical decontamination of a person or their clothing.,70,cns-safety-manual.pdf,12,Emergency Showers and Eye Wash Stations,Emergency Showers and Eye Wash Stations,fine_grained
78,"Use :   Remove contaminated clothing and pull stainless steel triangle and stay under shower for 15 minutes. If exposed to HF, use an emergency shower for 5 minutes, then apply Calcium Gluconate. Water is warm.",210,cns-safety-manual.pdf,12,Emergency Showers and Eye Wash Stations,Emergency Showers and Eye Wash Stations,fine_grained
79,"If eye contamination, hold eyes open with hands and place eyes directly over the eye wash station for 15 minutes.  Water is warm.",129,cns-safety-manual.pdf,12,Emergency Showers and Eye Wash Stations,Emergency Showers and Eye Wash Stations,fine_grained
80,"L ocation : There are six showers and eyewash stations in the cleanroom. Another is in basement just outside B15A sample prep lab, and there is another in G06.",159,cns-safety-manual.pdf,13,Emergency Showers and Eye Wash Stations,Emergency Showers and Eye Wash Stations,fine_grained
81,There is a modesty curtain attached to the shower and a Tyvek suit attached to the wall. The Tyvek suit can be put on in place of contaminated clothing.,152,cns-safety-manual.pdf,13,Emergency Showers and Eye Wash Stations,Emergency Showers and Eye Wash Stations,fine_grained
82,Most showers drain directly onto the floor.,43,cns-safety-manual.pdf,13,Emergency Showers and Eye Wash Stations,Emergency Showers and Eye Wash Stations,fine_grained
83,Figure 1: Locations of safety showers and eye washes.,53,cns-safety-manual.pdf,13,Emergency Showers and Eye Wash Stations,Emergency Showers and Eye Wash Stations,fine_grained
84,"∞ Function : To notify people in an area that a piece of equipment is in shut down mode.
∞ Use : Tag is attached to the equipment or its power source to inform affected employees (people not working on the piece of equipment but may desire to operate it) that a qualified mechanic is working on the equipment and equipment must not be energized nor operated.
∞ Location : May be used anywhere in the building.",409,cns-safety-manual.pdf,14,Lock out Tags,Lock out Tags,fine_grained
85,"∞ Function : Exhausted enclosure to isolate personnel from chemical fumes or reactions.
∞ Use : Fume hood exhaust must be functional, and sash lowered to 18-inch mark or lower for isolation to be effective. Never put head in hood.
∞ Location : There is one exhausted standard fume hood in B15A.",294,cns-safety-manual.pdf,14,Exhausted Fume Hood,Exhausted Fume Hood,fine_grained
86,Function : Exhausted chemical work benches which provide protection from fumes.  It also provides UV sterilization.,115,cns-safety-manual.pdf,14,Bio Hood (biosafety cabinet),Bio Hood (biosafety cabinet),fine_grained
87,"Use : Exhaust system must be functional, and sash lowered to provide protection. Do not attempt to use hood during UV cleaning process.",135,cns-safety-manual.pdf,14,Bio Hood (biosafety cabinet),Bio Hood (biosafety cabinet),fine_grained
88,Location,8,cns-safety-manual.pdf,14,Bio Hood (biosafety cabinet),Bio Hood (biosafety cabinet),fine_grained
89,: Two bio hoods in G05.,23,cns-safety-manual.pdf,14,Bio Hood (biosafety cabinet),Bio Hood (biosafety cabinet),fine_grained
90,Acid Wet Bench,14,cns-safety-manual.pdf,15,Bio Hood (biosafety cabinet),Bio Hood (biosafety cabinet),fine_grained
91,"Function : Exhausted enclosure, like fume hood but with slanted sash design. White plastic provides limited acid resistance against spills.",139,cns-safety-manual.pdf,15,Bio Hood (biosafety cabinet),Bio Hood (biosafety cabinet),fine_grained
92,Use : Exhaust must be operational during use (system will alarm if exhaust insufficient). Training required.,108,cns-safety-manual.pdf,15,Bio Hood (biosafety cabinet),Bio Hood (biosafety cabinet),fine_grained
93,Location : G06 and G07 (cleanroom).,35,cns-safety-manual.pdf,15,Bio Hood (biosafety cabinet),Bio Hood (biosafety cabinet),fine_grained
94,Solvent Wet Bench,17,cns-safety-manual.pdf,15,Bio Hood (biosafety cabinet),Bio Hood (biosafety cabinet),fine_grained
95,"Function : Exhausted enclosure, similar to fume hood but with slanted sash design.  Polished steel provides limited solvent resistance against spills.",150,cns-safety-manual.pdf,15,Bio Hood (biosafety cabinet),Bio Hood (biosafety cabinet),fine_grained
96,Use : Exhaust must be operational during use (system will alarm if exhaust insufficient). Training required.,108,cns-safety-manual.pdf,15,Bio Hood (biosafety cabinet),Bio Hood (biosafety cabinet),fine_grained
97,Location : G06 and G07 (cleanroom).,35,cns-safety-manual.pdf,15,Bio Hood (biosafety cabinet),Bio Hood (biosafety cabinet),fine_grained
98,All CNS main laboratory spaces have video cameras and recorders. Used for remote monitoring during emergency. Used to investigate safety incidents.,147,cns-safety-manual.pdf,16,Video System,Video System,fine_grained
99,"-Report any work injury to the CNS administration and the LISE Health and Safety Officer.
-Obey all warning signs, labels, and tags.
-Personal Protective Equipment (PPE) must be worn where required.
-No hazardous work may be conducted alone (buddy system).
-Keep aisles, stairways, exits, and safety shower/eye wash stations unobstructed always. Do not store or move equipment into these areas.
-Know the location of emergency and safety equipment in your area. This includes PPE, safety shower/eye wash, first-aid kits, emergency exits.
-Use portable fire extinguishers only if you have been trained to operate them.
-Observe no smoking signs throughout the facility.
-Eating and drinking in areas where chemicals are used is prohibited.
-Horseplay, scuffling, and other acts which tend to have an adverse influence on the safety or well-being of employees and lab users are prohibited.
-Report defective equipment and unsafe conditions immediately to the CNS staff so they may be corrected promptly.
-Damaged tools or equipment shall be removed from service and tagged to prevent use.
-Notify Harvard Operations Center of emergency conditions by dialing ' 5-5560"" . Operations center will summon the LISE Emergency Response Team (ERT) and off-site emergency response crews, as necessary, based on the severity of the emergency event.
-Only authorized persons shall operate machinery, equipment, or tools. Only perform operations for which you have been trained.
-Do not operate tools or other machinery that is missing or has defeated safety protective devices such as guards, alarms, interlocks, local exhaust ventilation, etc. Notify CNS staff of any deficiencies.
-Machinery, equipment, tools shall not be serviced, repaired, or adjusted by anyone other than the CNS staff. CNS staff will follow the appropriate hazardous energy control procedures to safely work on such equipment.",1886,cns-safety-manual.pdf,"16, 17",General Safety Requirements,General Safety Requirements,fine_grained
100,"-All users and occupants of CNS laboratory must follow all safety requirements and must conduct themselves in a way which does not endanger health or equipment integrity.
-Anyone who violates safety policy or endangers health or equipment integrity is subject to discipline including loss of laboratory access.  Minor (non-life threatening) violations will typically be subject to the following escalating disciplinary schedule
-First offense: Verbal warning to user and advisor. Users may be required to repeat training.
-Second offense: Written warning to user and advisor. Users will be required to repeat training.
-Third offense: Loss of laboratory access for 7 days. Written warning to user and advisor. Users will be required to repeat training.
-Major and life-threatening offenses will result in immediate loss of laboratory access, with review and final fate determined by the CNS Director.",900,cns-safety-manual.pdf,17,Discipline,Discipline,fine_grained
101,Only users who have achieved all required room certifications may enter any CNS lab.,84,cns-safety-manual.pdf,17,Laboratory Access,Laboratory Access,fine_grained
102,"-For any room which requires swipe card or iris scan access, user may only enter the room after swiping of own card or scanning of own eye.  HOLDING DOORS FOR OTHERS TO ENTER, OR SHARING SWIPE CARD WILL RESULT IN DISCIPLINARY ACTION.
-Only staff members may bring uncertified users into any laboratory space.",308,cns-safety-manual.pdf,18,Laboratory Access,Laboratory Access,fine_grained
103,"-Most CNS labs have campus-only phones. These phones can call 911 and on-campus 5-digit numbers. For phones with off-campus access, dial 9+number except for 911 (no leading 9) for emergencies.
-Never handle a telephone with contaminated hands or gloves.
-Personal cell phones are allowed in CNS laboratories. Cell phone use is not allowed during hazardous activity. Use of headphones/earbuds is not allowed. Photography on the Harvard campus requires University permission.
-When using the telephone be respectful of those around you. Make phones immediately available in case of emergency.
-LISE is equipped with repeaters for Verizon service. Other services may provide poor reception at lower levels.",703,cns-safety-manual.pdf,18,Telephones,Telephones,fine_grained
104,"Area, Type of Hood = . Area, PPE Requirements = . Area, Chemicals = . Wet Process Bay  Cleanroom, Type of Hood = White Plastic Acid  Wet Bench. Wet Process Bay  Cleanroom, PPE Requirements = ∞ Safety Glasses / Safety Goggles  ∞ Face Shield required at all times  while working at these two acid  benches.  ∞ Blue Apron. Wet Process Bay  Cleanroom, Chemicals = Various Acids (HF,  Nitric, Sulfuric etc.) and  Strong Bases (Any  Hydroxide Solutions  etc.). Wet Process Bay  Cleanroom, Type of Hood = Stainless Steel  Solvent Wet Benches. Wet Process Bay  Cleanroom, PPE Requirements = ∞ Safety Glasses / Safety Goggles  ∞ Face shield must be worn when  pouring from any one-gallon  container.  ∞ Blue 16-inch nitrile glove over the. Wet Process Bay  Cleanroom, Chemicals = IPA, Acetone,  Methanol, n-methyl  pyrrolidinone (PG  Remover, Baker PRS  3000), propylene glycol. , Type of Hood = . , PPE Requirements = bottles of developers that contain  tetramethyl ammonium hydroxide  (i.e., MF-CD 26, MF 319, 300  MIF, 726 MIF) or bottles that n- methyl pyrrolidone (Remover PG,  Baker PRS 3000) or bottles of  hexamethyl disilazane (HMDS).. , Chemicals = MIF Developers,  CD26, CD 30, IPA,. Photo Lithography  Bay Cleanroom, Type of Hood = Stainless Steel and  White Plastic Wet  Benches. Photo Lithography  Bay Cleanroom, PPE Requirements = ∞ Safety Glasses / Safety Goggles  ∞ Face Shield when pouring from  any one-gallon container and when  spinner is in operation.  ∞ Blue 16-inch nitrile gloves over the. Photo Lithography  Bay Cleanroom, Chemicals = Methanol, Acetone",1569,cns-safety-manual.pdf,19,Wet Chemistry PPE Requirements are listed in the table below per lab area:,Wet Chemistry PPE Requirements are listed in the table below per lab area:,fine_grained
105,"Any Spinner, 1 = . Any Spinner, 2 = ∞ When pouring from one-gallon  bottles of developers that contain  tetramethyl ammonium hydroxide  (i.e., MF-CD 26, MF 319, 300  MIF, 726 MIF) or bottles that n- Baker PRS 3000) or bottles of  hexamethyl disilazane (HMDS).  ∞ Safety Glasses / Safety Goggles",294,cns-safety-manual.pdf,20,Wet Chemistry PPE Requirements are listed in the table below per lab area:,Wet Chemistry PPE Requirements are listed in the table below per lab area:,fine_grained
106,"∞. Any Spinner, 3 = . , 1 = . , 2 = methyl pyrrolidone (Remover PG,. , 3 = . , 1 = Stainless Steel Wet. , 2 = . , 3 = Photoresists and. Benches, 1 = Benches. Benches, 2 = Face Shield- when substrates are. Benches, 3 = spinning substrates. , 1 = . , 2 = spinning and when pouring from. , 3 = . , 1 = . , 2 = any one-gallon container.. , 3 = . , 1 = . , 2 = beige nitrile gloves.. , 3 = . , 1 = . , 2 = ∞ When pouring from one-gallon. , 3 = . , 1 = . , 2 = bottles of developers that contain. , 3 = . , 1 = . , 2 = tetramethyl ammonium hydroxide. , 3 = . , 1 = . , 2 = (i.e., MF-CD 26, MF 319, 300. , 3 = . , 1 = . , 2 = MIF, 726 MIF) or bottles that n-. , 3 = . , 1 = . , 2 = methyl pyrrolidone (Remover PG,. , 3 = . , 1 = . , 2 = Baker PRS 3000) or bottles of. , 3 = . , 1 = . , 2 = hexamethyl disilazane (HMDS).. , 3 = . , 1 = . , 2 = spinner is in operation.. , 3 = . , 1 = . , 2 = ∞ Blue 16-inch nitrile gloves over the. , 3 = . , 1 = . , 2 = beige nitrile gloves.. , 3 = . , 1 = . , 2 = bottles of developers that contain. , 3 = . , 1 = . , 2 = tetramethyl ammonium hydroxide. , 3 = . , 1 = . , 2 = (i.e., MF-CD 26, MF 319, 300.",1132,cns-safety-manual.pdf,20,Wet Chemistry PPE Requirements are listed in the table below per lab area:,Wet Chemistry PPE Requirements are listed in the table below per lab area:,fine_grained
